,match_id,home_team_id,away_team_id,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,result_home,home_team_att_strength,home_team_def_strength,away_team_att_strength,away_team_def_strength,home_team_rating_last5,home_accurate_pass_last5,home_total_pass_last5,home_blocked_scoring_att_last5,home_ontarget_scoring_att_last5,home_shot_off_target_last5,home_won_corners_last5,home_penalty_save_last5,home_total_tackle_last5,home_fk_foul_lost_last5,home_total_throws_last5,home_possession_percentage_last5,away_team_rating_last5,away_accurate_pass_last5,away_total_pass_last5,away_blocked_scoring_att_last5,away_ontarget_scoring_att_last5,away_shot_off_target_last5,away_won_corners_last5,away_penalty_save_last5,away_total_tackle_last5,away_fk_foul_lost_last5,away_total_throws_last5,away_possession_percentage_last5,home_team_att_strength_last5,home_team_def_strength_last5,away_team_att_strength_last5,away_team_def_strength_last5
0,959812,16,29,6.595345695970696,258.9166666666667,356.75,2.875,2.75,3.5416666666666665,4.0,1.0,25.375,13.541666666666668,19.5,43.02083333333333,7.003779761904763,266.9583333333333,359.29166666666663,2.9583333333333335,4.125,4.25,5.583333333333334,1.0,19.75,8.916666666666668,22.333333333333336,42.03333333333333,D,0.48299319727891155,1.3003663003663004,1.8205128205128205,0.24149659863945577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959806,183,27,6.660654761904763,365.45833333333337,466.375,3.458333333333333,3.625,3.958333333333333,5.708333333333334,1.0,17.333333333333336,12.375,30.25,53.920833333333334,6.842511446886447,302.16666666666663,393.125,4.083333333333333,3.125,5.583333333333333,3.416666666666667,1.0,21.625,12.541666666666668,21.083333333333332,45.81666666666667,D,0.7244897959183674,0.5201465201465201,1.0402930402930401,1.207482993197279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959805,24,96,6.888690094627595,337.625,424.83333333333337,2.916666666666667,3.291666666666667,5.166666666666666,3.291666666666667,1.0,22.375,12.416666666666668,23.458333333333336,50.474999999999994,6.674143772893773,320.75,409.45833333333337,2.0,3.708333333333333,4.0,2.6666666666666665,1.0,19.583333333333336,8.958333333333332,20.75,47.00416666666666,L,0.48299319727891155,1.0402930402930401,0.7802197802197802,1.207482993197279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959810,167,23,7.066547619047622,489.83333333333337,567.875,6.666666666666666,7.375,6.333333333333334,8.25,1.0,16.0,10.708333333333332,20.583333333333336,59.3,6.614791666666671,293.66666666666663,374.04166666666663,2.333333333333333,2.75,3.583333333333333,4.541666666666666,1.0,19.708333333333336,10.5,25.583333333333336,42.92916666666667,W,1.4489795918367347,0.5201465201465201,1.0,0.9659863945578231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959811,168,14,6.715524267399269,326.83333333333337,419.54166666666663,3.041666666666667,4.833333333333334,6.166666666666667,4.458333333333334,1.0,18.0,12.791666666666668,22.958333333333336,49.68333333333333,6.911488095238093,233.5,327.54166666666663,2.875,4.875,5.333333333333333,4.25,1.0,23.041666666666664,11.791666666666668,23.041666666666664,41.1875,L,1.207482993197279,1.3003663003663004,1.3003663003663004,0.9659863945578231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959807,15,18,6.742916666666668,441.79166666666663,527.8333333333333,5.625,4.75,6.458333333333334,6.166666666666666,0.125,18.791666666666664,12.5,18.333333333333336,58.84166666666667,6.9143681318681285,368.5,454.95833333333337,2.583333333333333,5.25,8.333333333333334,5.166666666666666,1.0,16.333333333333332,9.541666666666668,20.083333333333336,50.825,L,1.1728395061728396,1.034013605442177,0.5170068027210885,0.4691358024691358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959809,31,26,6.898546245421244,355.91666666666663,439.5,3.0,4.125,4.416666666666666,6.208333333333334,1.0,17.791666666666664,8.75,18.625,50.40833333333333,6.827307692307691,393.04166666666663,485.5,4.416666666666667,5.25,4.875,6.333333333333334,1.0,21.541666666666664,11.666666666666668,22.0,51.795833333333334,D,1.17737003058104,1.2706270627062706,0.5082508250825082,0.706422018348624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959804,13,32,7.112472527472528,505.5833333333333,587.625,7.416666666666666,7.583333333333334,6.416666666666667,7.291666666666667,1.0,20.083333333333336,8.708333333333334,19.416666666666664,61.016666666666666,6.938065476190475,494.41666666666663,580.0833333333333,3.5,3.875,3.875,4.458333333333333,1.0,18.875,11.958333333333332,20.416666666666664,59.833333333333336,W,0.47272727272727266,0.5098039215686274,1.2745098039215688,0.9454545454545453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959813,259,30,6.8264434523809525,392.66666666666663,478.25,3.583333333333333,5.416666666666666,4.666666666666666,3.25,1.0,14.75,11.458333333333332,22.083333333333336,53.36666666666666,6.972154304029305,371.5,459.70833333333337,4.875,5.708333333333334,5.208333333333334,5.458333333333334,1.0,23.125,13.958333333333332,27.333333333333336,54.325,D,0.9454545454545453,0.2549019607843137,0.5098039215686274,0.47272727272727266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959821,30,26,6.969594780219781,374.25,460.875,4.875,6.5,5.0,5.5,1.0,22.625,14.75,25.625,53.9875,6.822818223443223,389.875,478.875,4.625,5.125,5.125,7.0,1.0,22.125,12.375,22.0,52.45,D,1.2173913043478262,0.5769230769230769,0.5769230769230769,0.6956521739130435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959814,15,24,6.680089285714287,438.625,528.25,5.125,4.375,6.125,6.0,0.125,19.25,12.75,18.75,58.925000000000004,6.871007326007326,340.0,425.625,3.375,3.125,4.875,4.0,1.0,21.625,12.5,23.75,50.537499999999994,W,1.0565217391304347,1.3629807692307694,1.1682692307692308,1.408695652173913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959817,167,183,7.09607142857143,488.125,569.25,6.375,7.875,6.375,7.875,1.0,16.375,10.75,20.875,59.8625,6.669182692307694,366.125,468.125,3.25,4.0,4.0,5.625,1.0,16.375,11.875,31.5,53.737500000000004,W,2.1130434782608694,0.5841346153846154,1.1682692307692308,1.584782608695652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959819,18,14,6.92881181318681,353.375,441.0,2.75,5.375,7.875,5.375,1.0,16.875,10.125,20.25,49.275000000000006,6.947946428571427,225.75,319.75,3.125,5.0,5.875,4.75,1.0,24.0,10.5,22.75,40.4125,D,1.408695652173913,1.3629807692307694,1.3629807692307694,0.8804347826086956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959816,31,32,6.902953296703297,348.5,433.125,3.75,4.0,4.125,5.875,1.0,18.75,9.0,19.125,50.475,6.869107142857143,500.625,585.5,3.375,4.125,3.625,4.75,1.0,19.375,12.5,20.375,60.1875,L,1.0565217391304347,1.1682692307692308,0.9735576923076924,1.2326086956521738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959815,162,29,6.904223901098902,265.5,345.5,3.375,4.875,5.5,5.5,1.0,17.75,15.125,21.625,44.287499999999994,6.941785714285716,284.125,374.125,3.375,4.375,5.0,6.0,1.0,19.375,9.125,23.5,44.6875,L,0.8804347826086956,0.7788461538461539,1.7524038461538463,0.5282608695652173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959823,175,16,6.734017857142858,257.875,347.25,2.25,3.25,4.375,5.375,1.0,18.625,9.75,20.75,40.337500000000006,6.597067307692308,264.625,360.25,3.0,2.875,3.625,3.5,1.0,25.25,13.875,19.25,43.2375,W,0.7043478260869565,1.7524038461538463,0.7788461538461539,1.9369565217391302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959822,27,13,6.8328983516483515,304.625,398.875,4.125,3.0,5.75,3.375,0.125,20.375,12.625,23.25,46.6375,7.179182692307694,478.5,559.125,6.75,7.25,6.0,6.625,1.0,21.5,8.875,18.625,57.6125,L,0.17261904761904762,0.19247787610619468,1.5398230088495575,0.8630952380952381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959818,23,168,6.563839285714288,289.25,370.5,2.125,3.0,3.25,4.25,1.0,20.375,10.25,24.375,42.15,6.717053571428573,334.25,429.125,3.5,4.375,6.25,6.0,1.0,17.125,11.625,24.5,51.574999999999996,W,0.873015873015873,1.3275862068965518,1.1379310344827587,1.222222222222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959820,259,96,6.81226076007326,383.875,470.125,3.625,5.125,4.625,3.625,1.0,14.75,11.25,21.5,52.849999999999994,6.736456043956045,318.0,407.0,2.125,3.875,4.0,3.125,1.0,20.875,9.25,21.375,46.775,L,1.0113636363636362,0.565677966101695,0.7542372881355933,0.8428030303030303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959831,96,27,6.752843406593406,324.45,414.625,2.0,3.675,4.2,3.1,1.0,22.15,9.625,21.05,46.8575,6.786800824175824,295.725,388.35,3.775,2.775,5.6,3.325,0.125,21.35,12.45,22.2,44.7075,L,0.6818181818181819,0.9453781512605042,0.9453781512605042,1.0227272727272727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959830,168,175,6.704368131868133,338.95,432.45,3.725,4.575,6.45,6.275,1.0,18.225,11.4,24.075,52.324999999999996,6.764469780219781,266.075,356.65,2.25,3.125,4.375,4.875,1.0,17.8,10.075,21.125,42.06,L,1.0227272727272727,1.3235294117647058,0.37815126050420167,0.34090909090909094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959827,14,162,6.9672115384615365,230.3,323.875,3.775,5.275,6.6,4.95,1.0,23.375,10.325,23.075,41.5075,6.855004120879122,258.75,339.725,3.225,4.475,5.2,5.0,1.0,18.2,14.7,22.075,43.305,W,1.7045454545454546,1.8907563025210083,1.134453781512605,0.5113636363636364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959825,24,259,6.832459478021978,343.575,430.225,3.425,2.9,5.075,4.075,1.0,21.45,12.85,24.825,51.1225,6.770668727106228,396.0,479.65,3.45,4.95,5.1,3.45,1.0,14.75,10.925,22.25,53.39,L,0.34090909090909094,0.9453781512605042,0.7563025210084033,1.1931818181818183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959833,29,15,6.947089285714288,301.625,390.625,3.925,4.325,5.75,6.35,1.0,19.95,9.25,23.8,46.84,6.721678571428572,423.825,514.9,4.825,4.15,5.825,5.9,0.125,20.425,13.7,19.8,57.855000000000004,W,1.3636363636363638,1.5126050420168067,1.134453781512605,1.7045454545454546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959824,13,31,7.22660576923077,485.45,566.0,6.6,7.1,6.05,6.9,1.0,20.95,9.0,17.775,58.582499999999996,6.853289835164834,351.25,436.3,3.7,3.825,4.35,5.675,1.0,19.125,9.35,19.225,50.144999999999996,W,0.8731617647058824,0.37999999999999995,1.14,0.3492647058823529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959832,16,23,6.599549450549452,261.875,358.0,3.325,2.725,3.45,3.7,1.0,25.175,13.6,19.25,43.25,6.634500000000001,287.55,369.325,2.225,3.25,3.1,4.175,1.0,19.6,10.15,23.125,42.177499999999995,W,0.6956521739130435,1.3333333333333333,0.19047619047619047,1.7391304347826086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959829,32,167,6.942946428571428,494.35,577.95,3.3,4.475,3.375,4.625,1.0,19.775,12.525,20.55,59.46,7.125714285714288,484.3,567.675,5.8,8.175,6.1,7.05,1.0,16.0,10.575,21.85,59.209999999999994,D,1.2039007092198581,0.19246031746031744,1.347222222222222,0.6879432624113475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959826,183,30,6.620789835164837,366.8,468.15,3.025,3.675,3.875,5.75,1.0,16.175,11.1,30.75,53.1,6.974365384615385,368.95,457.0,4.8,6.225,4.925,5.775,1.0,24.2,14.725,25.925,53.682500000000005,L,0.6879432624113475,0.5773809523809523,0.7698412698412698,0.6879432624113475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959828,26,18,6.84058608058608,391.375,481.8,4.85,4.95,5.175,6.9,1.0,22.675,12.0,23.7,53.082499999999996,6.953168956043953,344.575,433.175,2.7,5.325,7.475,5.375,1.0,16.575,10.75,19.9,49.39,D,0.8714788732394366,1.1335877862595418,0.9446564885496183,0.522887323943662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959834,15,26,6.717714285714286,418.0,509.79999999999995,4.4,4.2,5.7,5.6,0.1,20.3,13.600000000000001,20.1,57.49,6.847276556776556,393.5,485.8,4.7,4.6,5.3,7.199999999999999,1.0,22.9,11.8,23.4,53.14,L,1.118881118881119,1.0606060606060606,0.45454545454545453,0.5594405594405595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959837,167,168,7.105285714285715,465.4,550.6,5.4,7.5,5.800000000000001,6.8,1.0,17.3,11.0,22.0,57.459999999999994,6.696726190476191,342.5,436.2,3.8,4.4,6.5,6.800000000000001,1.0,17.1,11.4,23.299999999999997,52.9,W,2.3847222222222224,0.5985185185185186,1.1970370370370371,1.8236111111111113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959835,162,32,6.803093406593407,270.7,354.6,3.1,4.4,5.0,4.7,1.0,17.799999999999997,14.100000000000001,23.6,44.510000000000005,6.919071428571428,489.9,575.0999999999999,3.0999999999999996,4.1,3.3,4.7,1.0,19.700000000000003,13.100000000000001,21.1,59.3,D,0.8416666666666667,1.0474074074074073,1.1970370370370371,0.9819444444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959609,27,29,6.814747252747253,285.1,376.6,3.9,2.8,5.7,3.5,0.1,20.799999999999997,13.0,22.2,44.02,6.957928571428573,299.2,387.9,3.8,4.4,5.6,6.4,1.0,19.9,9.4,23.6,46.45,W,0.14027777777777778,0.5985185185185186,1.7955555555555553,0.5611111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959569,23,96,6.628214285714288,296.3,379.29999999999995,2.5,3.8,3.6,4.7,1.0,19.5,10.2,23.3,44.17,6.708807692307693,336.6,425.4,2.1,3.3,4.6,3.8000000000000003,1.0,21.8,9.8,21.4,48.629999999999995,D,1.5430555555555558,1.3466666666666667,0.7481481481481481,0.701388888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959589,259,13,6.787165750915752,387.7,472.8,3.2,4.7,5.2,3.5999999999999996,1.0,15.2,10.399999999999999,22.6,52.9,7.224763736263737,482.79999999999995,562.7,6.6,6.9,6.199999999999999,6.9,1.0,20.9,9.4,18.4,58.379999999999995,L,0.8416666666666667,0.5985185185185186,1.645925925925926,0.701388888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959619,175,14,6.7931373626373635,260.7,354.6,2.0,3.2,4.3,4.7,1.0,16.8,9.600000000000001,20.5,41.83,6.989203296703295,237.8,332.6,3.6999999999999997,5.0,6.4,4.800000000000001,1.0,23.2,10.100000000000001,22.9,42.04,L,0.701388888888889,1.3466666666666667,1.3466666666666667,0.9819444444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959836,31,16,6.837104395604395,348.0,432.70000000000005,3.5,4.0,4.2,5.699999999999999,1.0,21.1,9.8,19.6,49.480000000000004,6.660439560439562,259.3,354.5,3.5,2.8,3.0999999999999996,3.4,1.0,24.0,13.6,19.6,42.94,W,0.856,1.3563380281690143,0.6028169014084508,1.712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959579,18,183,6.935906593406591,337.5,427.1,2.5999999999999996,5.2,7.1,5.6,1.0,17.9,10.8,20.3,48.45,6.571417582417584,358.6,459.70000000000005,2.9,3.6,4.1,5.6,1.0,17.4,10.8,30.1,52.13,W,1.3846153846153846,1.35,1.05,1.9384615384615385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959599,30,24,7.022686813186812,370.1,458.4,4.699999999999999,6.5,4.6,5.699999999999999,1.0,24.6,14.8,25.9,53.46,6.8152673992674,332.29999999999995,420.6,3.1,2.9,5.0,4.0,1.0,20.6,12.7,25.0,50.31999999999999,W,0.9658227848101265,0.4541666666666666,0.9083333333333332,1.379746835443038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959649,183,23,6.560167582417583,364.8833333333333,464.9666666666667,3.083333333333333,3.466666666666667,4.516666666666667,5.6,1.0,17.516666666666666,10.283333333333333,30.266666666666666,52.19666666666667,6.639130952380954,299.41666666666663,381.76666666666665,2.65,3.966666666666667,3.75,5.316666666666666,1.0,19.15,9.8,22.46666666666667,44.86333333333333,L,0.6832298136645962,1.213793103448276,0.1517241379310345,1.7763975155279503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959678,32,175,6.91347619047619,479.6333333333333,564.4,3.1333333333333333,3.833333333333333,3.1333333333333333,4.616666666666667,1.0,19.96666666666667,13.2,20.71666666666667,59.031666666666666,6.809386446886448,256.83333333333337,350.7,2.083333333333333,3.45,4.3,4.783333333333333,1.0,16.5,9.066666666666666,22.0,42.27,W,0.9652173913043477,0.15205479452054793,0.4561643835616438,0.27577639751552796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959659,14,27,6.986543040293038,241.91666666666669,337.68333333333334,3.883333333333333,5.016666666666667,6.133333333333333,4.683333333333334,1.0,23.28333333333333,10.066666666666666,22.78333333333333,43.01166666666667,6.844372710622711,285.58333333333337,377.41666666666663,4.333333333333334,2.9833333333333334,5.6,3.8,0.1,20.78333333333333,13.3,21.833333333333336,44.175000000000004,W,1.5167701863354037,1.5205479452054793,1.0643835616438355,0.8273291925465838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959686,168,259,6.658031135531137,332.3833333333333,424.5,3.533333333333333,4.283333333333333,6.216666666666667,6.733333333333334,1.0,16.916666666666664,11.5,22.35,51.18333333333334,6.715449633699634,394.1166666666667,479.31666666666666,3.166666666666667,4.666666666666667,4.766666666666667,3.7333333333333334,1.0,14.45,10.683333333333334,22.183333333333334,53.26833333333333,W,0.8273291925465838,1.2164383561643834,0.9123287671232876,1.1031055900621118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959580,16,18,6.657391941391944,257.21666666666664,350.83333333333337,3.6333333333333333,3.283333333333333,3.15,3.2,1.0,23.53333333333333,12.75,19.433333333333334,42.015,6.953989926739925,342.55,431.8,2.8166666666666664,4.833333333333334,6.75,5.433333333333334,1.0,18.2,10.3,20.233333333333334,48.35166666666667,L,0.9652173913043477,1.0643835616438355,0.9123287671232876,0.5515527950310559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959590,29,31,6.8925357142857155,300.8666666666667,388.98333333333335,3.5,4.283333333333333,5.516666666666667,6.05,1.0,19.28333333333333,9.566666666666666,23.71666666666667,46.876666666666665,6.884448717948718,370.58333333333337,453.9,3.3833333333333333,4.3,4.266666666666667,5.65,1.0,19.933333333333334,9.533333333333333,19.25,50.94333333333334,D,1.3788819875776397,1.3684931506849314,1.0643835616438355,0.5515527950310559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959570,96,15,6.704375457875459,334.56666666666666,423.48333333333335,2.0166666666666666,3.166666666666667,4.733333333333333,3.95,1.0,21.316666666666666,10.216666666666667,21.1,48.835,6.699428571428571,409.8,501.15,4.283333333333333,3.966666666666667,5.416666666666666,5.283333333333333,0.1,21.416666666666664,13.15,19.883333333333333,56.24333333333334,W,0.555688622754491,1.0899328859060402,1.0899328859060402,1.667065868263473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959639,24,167,6.795663156288156,325.51666666666665,415.41666666666663,3.3833333333333333,2.833333333333333,5.05,3.966666666666667,1.0,20.9,12.766666666666666,25.883333333333333,49.685,7.072904761904763,477.6833333333333,562.55,5.516666666666667,7.2,6.033333333333333,7.166666666666667,1.0,17.21666666666667,10.3,22.066666666666666,58.391666666666666,D,0.4178571428571428,1.0993288590604027,1.0993288590604027,0.5571428571428572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959669,26,162,6.852020146520146,405.83333333333337,498.33333333333337,4.766666666666667,4.816666666666666,5.416666666666667,7.216666666666667,1.0,23.1,12.383333333333333,24.28333333333333,54.05333333333333,6.820171092796093,269.1166666666667,353.16666666666663,3.0,4.466666666666667,4.8,4.866666666666667,1.0,18.016666666666666,14.066666666666666,24.066666666666666,44.36333333333333,L,0.8428571428571429,1.1087248322147651,0.9503355704697987,0.5619047619047619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959629,13,30,7.248879120879122,473.6,553.45,6.166666666666666,6.716666666666667,6.4,6.666666666666666,1.0,20.45,9.066666666666666,18.25,57.285,7.015322344322344,377.23333333333335,466.06666666666666,4.816666666666666,6.483333333333333,4.55,5.55,1.0,23.983333333333334,14.033333333333333,26.266666666666666,54.32333333333334,D,0.9833333333333333,0.47516778523489933,1.425503355704698,0.7023809523809524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959679,27,32,6.809244505494506,297.0,393.5,4.0,3.083333333333333,5.583333333333334,3.666666666666667,0.08333333333333333,19.833333333333336,13.0,22.833333333333336,45.79166666666667,6.911964285714285,484.5,571.25,3.166666666666667,3.75,3.333333333333333,4.583333333333333,1.0,19.583333333333332,13.083333333333332,20.833333333333332,59.675,L,0.3529411764705882,0.5263157894736842,1.0526315789473684,0.8235294117647058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959660,259,183,6.701328601953602,414.41666666666663,498.66666666666663,3.0,4.166666666666667,5.0,3.5,1.0,14.416666666666668,10.25,21.916666666666668,54.19166666666666,6.548978937728938,376.0,474.41666666666663,3.4166666666666665,3.5833333333333335,4.833333333333333,6.5,1.0,17.833333333333332,10.166666666666666,29.833333333333332,53.34166666666667,D,0.7076023391812866,0.9166666666666667,0.9166666666666667,1.8869395711500974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959687,175,13,6.756245421245422,252.66666666666669,348.33333333333337,2.0,3.166666666666667,4.25,4.583333333333334,1.0,16.75,9.083333333333334,21.416666666666664,41.525000000000006,7.207362637362638,463.08333333333337,545.5,5.75,6.5,6.166666666666666,6.666666666666666,1.0,21.666666666666664,9.416666666666668,19.416666666666664,57.04166666666666,W,0.8255360623781677,1.5714285714285714,1.8333333333333335,0.5896686159844055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959640,23,14,6.693333333333334,292.41666666666663,375.41666666666663,2.416666666666667,3.75,3.5,4.833333333333333,1.0,19.75,9.916666666666668,22.333333333333332,43.891666666666666,6.973562271062269,241.66666666666669,339.33333333333337,3.666666666666667,5.083333333333333,5.916666666666667,4.666666666666667,1.0,22.666666666666668,10.25,22.083333333333336,42.833333333333336,L,1.297270955165692,1.1785714285714286,1.5714285714285714,1.0614035087719298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959600,15,168,6.6970238095238095,408.75,500.33333333333337,4.583333333333334,4.0,5.583333333333333,5.5,0.08333333333333333,21.416666666666664,12.916666666666668,20.166666666666668,56.725,6.668123473748475,326.4166666666667,416.33333333333337,3.25,4.333333333333334,5.833333333333333,6.416666666666666,1.0,16.416666666666664,11.583333333333332,21.5,49.25833333333333,W,1.0614035087719298,1.3095238095238095,1.1785714285714286,1.7690058479532165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959650,18,96,6.9559935897435885,350.5,441.75,2.916666666666667,4.916666666666667,6.666666666666666,5.583333333333334,1.0,17.833333333333336,10.333333333333332,20.75,49.766666666666666,6.726684981684982,322.25,410.33333333333337,1.9166666666666665,3.0833333333333335,4.75,3.5833333333333335,1.0,20.75,10.583333333333334,21.583333333333336,47.56666666666666,L,1.4152046783625731,1.1785714285714286,0.6547619047619048,0.5896686159844055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959620,31,24,6.868489010989011,371.6666666666667,453.41666666666663,3.333333333333333,4.333333333333333,4.416666666666666,5.666666666666666,1.0,19.083333333333336,9.666666666666666,18.833333333333336,50.95,6.792722832722833,322.16666666666663,411.75,3.083333333333333,2.583333333333333,4.833333333333334,3.833333333333333,1.0,19.75,12.416666666666668,25.166666666666668,48.55,W,1.4152046783625731,1.4404761904761905,0.9166666666666667,1.5331384015594542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
