,match_id,home_team_id,away_team_id,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,result_home,home_team_att_strength,home_team_def_strength,away_team_att_strength,away_team_def_strength,home_team_rating_last5,home_accurate_pass_last5,home_total_pass_last5,home_blocked_scoring_att_last5,home_ontarget_scoring_att_last5,home_shot_off_target_last5,home_won_corners_last5,home_penalty_save_last5,home_total_tackle_last5,home_fk_foul_lost_last5,home_total_throws_last5,home_possession_percentage_last5,away_team_rating_last5,away_accurate_pass_last5,away_total_pass_last5,away_blocked_scoring_att_last5,away_ontarget_scoring_att_last5,away_shot_off_target_last5,away_won_corners_last5,away_penalty_save_last5,away_total_tackle_last5,away_fk_foul_lost_last5,away_total_throws_last5,away_possession_percentage_last5,home_team_att_strength_last5,home_team_def_strength_last5,away_team_att_strength_last5,away_team_def_strength_last5
0,959757,24,16,6.745972985347985,326.25,409.0,1.75,1.75,3.5,3.25,1.0,20.25,14.0,22.25,45.725,6.579107142857143,294.25,397.0,2.0,3.5,4.0,3.75,1.0,23.5,14.25,21.25,48.8,D,1.0,0.6888888888888889,1.3777777777777778,3.757575757575758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959773,30,31,6.773557692307691,411.25,502.5,3.75,6.0,3.75,4.25,1.0,17.25,14.0,30.0,55.400000000000006,6.99607142857143,353.25,438.0,3.5,3.5,3.0,8.5,1.0,15.75,8.0,19.0,50.875,D,1.8974358974358976,1.3703703703703705,2.055555555555556,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959770,18,168,6.640961538461535,349.75,429.25,2.75,4.0,8.75,6.5,1.0,17.0,11.25,20.75,50.125,6.8158241758241775,355.0,444.0,5.75,6.25,6.25,5.5,1.0,18.0,11.0,28.75,54.425,W,1.0,2.111111111111111,2.111111111111111,0.9743589743589742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959772,259,32,7.076458333333335,476.0,540.75,6.0,7.75,5.0,5.0,1.0,17.25,11.75,23.5,60.075,6.953928571428573,471.0,548.0,4.75,3.25,3.75,5.5,1.0,21.5,11.75,20.25,57.025,W,1.8571428571428572,1.0,0.7222222222222222,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959776,31,15,6.86875,366.75,450.5,2.75,3.25,3.5,6.75,1.0,16.5,7.75,19.75,52.0,6.659107142857143,401.25,488.5,4.25,5.0,6.25,4.75,0.25,15.25,12.25,17.75,55.650000000000006,W,0.9090909090909091,1.4545454545454546,1.0909090909090908,2.2727272727272725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959781,27,259,6.850975274725272,331.75,418.25,4.5,2.5,4.75,3.0,1.0,21.25,12.0,22.0,47.65,6.997886904761905,393.0,473.25,4.5,7.25,4.5,4.0,1.0,16.0,10.5,21.5,52.5,W,1.0,1.0,1.0982142857142856,1.3085106382978724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959779,168,183,6.592431318681321,321.75,408.5,4.25,5.0,6.0,5.0,1.0,17.75,12.25,26.25,50.125,6.648392857142859,352.75,455.5,3.0,3.25,4.75,5.5,1.0,17.25,12.75,32.5,53.45,W,0.8723404255319149,1.4642857142857142,1.4642857142857142,1.7446808510638299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959782,175,18,6.6951785714285705,285.0,360.5,2.25,3.25,5.75,5.75,1.0,18.25,10.0,18.5,40.45,6.943461538461534,364.75,448.0,2.25,5.0,9.75,5.75,1.0,16.5,9.5,20.5,51.8,D,0.8723404255319149,2.196428571428571,0.7321428571428571,0.8723404255319149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959774,13,96,7.039793956043957,558.75,641.0,7.0,6.75,7.0,6.75,1.0,20.75,8.5,20.0,65.1,6.600714285714285,354.75,438.75,2.0,3.5,4.75,3.0,1.0,19.25,7.25,20.75,50.074999999999996,W,1.0,0.7321428571428571,1.0982142857142856,1.3085106382978724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959775,162,167,6.891071428571429,256.0,331.5,2.5,5.5,4.75,5.75,1.0,16.0,15.25,18.25,41.025,7.297500000000003,511.5,579.75,6.0,7.25,4.75,6.75,1.0,14.75,11.0,17.5,57.825,L,1.3085106382978724,1.0982142857142856,1.8303571428571428,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959778,32,26,6.855535714285716,492.0,578.75,4.25,3.75,4.25,4.5,1.0,19.25,13.0,20.0,59.55,6.847925824175823,373.5,466.0,4.25,3.5,5.75,6.0,1.0,20.0,14.25,22.5,51.224999999999994,W,0.4339622641509434,1.0,0.396551724137931,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959780,16,30,6.660370879120878,267.75,368.75,1.75,3.0,3.75,4.0,1.0,26.75,13.5,18.5,44.3,6.777403846153845,402.5,487.5,4.25,5.75,5.25,4.75,1.0,19.5,15.25,25.25,54.575,L,0.8392857142857143,1.593220338983051,0.39830508474576276,0.8392857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959777,14,24,6.922499999999998,202.5,296.25,3.0,4.25,4.5,4.0,1.0,23.25,12.75,21.75,38.224999999999994,6.909995421245423,347.0,429.5,2.5,3.0,5.5,3.75,1.0,19.75,13.0,23.0,49.825,W,2.142857142857143,1.2,0.8,0.8571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959783,29,23,6.862857142857143,304.0,402.75,3.0,4.0,3.0,6.0,1.0,20.25,10.0,24.25,47.775,6.596428571428576,266.0,341.5,1.25,1.5,2.5,3.75,1.0,18.25,10.75,22.25,36.875,W,1.6610169491525424,2.3709677419354835,1.0,0.8305084745762712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959786,15,13,6.6397619047619045,419.16666666666663,503.75,4.916666666666666,4.666666666666667,6.333333333333334,6.416666666666666,0.16666666666666666,16.333333333333336,12.166666666666668,17.583333333333332,56.94166666666667,7.117678571428573,562.3333333333333,643.75,7.166666666666666,7.833333333333334,7.166666666666667,7.916666666666667,1.0,20.833333333333336,8.333333333333334,20.166666666666664,65.74166666666667,W,1.2295081967213115,1.6129032258064517,1.2096774193548387,0.4098360655737705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959785,183,16,6.5361904761904785,363.0,464.91666666666663,2.75,2.833333333333333,4.25,5.166666666666666,1.0,16.166666666666664,12.166666666666668,33.0,53.891666666666666,6.6725641025641025,264.1666666666667,362.25,2.25,3.0,3.9166666666666665,4.25,1.0,25.75,13.416666666666668,19.75,44.68333333333334,W,0.40476190476190477,0.8225806451612904,1.6451612903225807,2.4285714285714284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959784,24,175,6.882802960927963,349.25,436.0,2.75,3.25,5.333333333333333,4.0,1.0,21.333333333333336,12.833333333333332,23.916666666666664,50.733333333333334,6.751309523809523,276.41666666666663,357.58333333333337,2.416666666666667,2.75,5.416666666666666,5.25,1.0,19.083333333333336,9.083333333333332,18.333333333333336,40.06666666666666,L,0.8095238095238095,1.2338709677419355,0.4112903225806452,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959791,96,14,6.551822344322344,330.5,414.83333333333337,2.25,3.333333333333333,4.25,2.9166666666666665,1.0,19.083333333333336,8.083333333333332,20.25,46.791666666666664,6.965773809523808,216.33333333333331,310.33333333333337,3.1666666666666665,4.416666666666666,4.916666666666666,4.0,1.0,25.416666666666664,12.416666666666668,24.083333333333336,39.775,D,1.0,0.8225806451612904,1.2338709677419355,0.8095238095238095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959792,259,31,6.92109126984127,401.33333333333337,484.66666666666663,3.833333333333333,6.166666666666666,4.5,3.5,1.0,14.75,10.75,22.0,53.575,6.9538690476190474,349.16666666666663,428.5,2.25,4.25,3.6666666666666665,6.583333333333334,1.0,17.416666666666664,8.75,17.75,49.108333333333334,D,1.619047619047619,0.4112903225806452,1.2338709677419355,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959789,23,27,6.550059523809528,293.16666666666663,369.91666666666663,1.8333333333333333,2.0,2.833333333333333,4.166666666666666,1.0,17.833333333333336,11.0,25.583333333333336,41.61666666666667,6.853447802197801,309.91666666666663,395.83333333333337,4.333333333333334,3.083333333333333,4.75,2.583333333333333,1.0,21.583333333333332,11.916666666666668,20.25,44.525000000000006,L,0.8095238095238095,1.2338709677419355,0.8225806451612904,1.619047619047619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959788,167,29,7.24386904761905,486.25,558.5,5.583333333333334,7.083333333333334,5.833333333333334,6.333333333333334,1.0,15.0,11.833333333333332,19.333333333333336,57.175,7.014642857142858,283.66666666666663,377.91666666666663,3.4166666666666665,3.916666666666667,3.8333333333333335,5.916666666666666,1.0,20.333333333333336,9.75,23.75,44.65833333333333,L,2.058823529411765,1.0,2.0895522388059704,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959793,30,162,6.83639194139194,387.75,471.83333333333337,4.5,5.583333333333334,5.333333333333334,5.333333333333334,1.0,20.75,15.083333333333332,26.083333333333336,54.325,6.877857142857144,252.75,330.25,2.333333333333333,5.0,4.833333333333334,5.416666666666666,1.0,16.083333333333336,15.25,19.583333333333336,40.5,W,0.8260869565217391,0.8260869565217391,2.0652173913043477,0.8260869565217391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959787,26,168,6.729152930402929,378.16666666666663,471.25,3.666666666666667,3.25,6.0,5.583333333333334,1.0,20.166666666666664,13.666666666666668,22.75,51.33333333333333,6.681204212454214,324.08333333333337,414.16666666666663,3.666666666666667,4.583333333333334,5.916666666666667,4.833333333333334,1.0,17.75,11.416666666666668,24.833333333333336,49.28333333333333,D,0.4142857142857143,1.2608695652173914,1.2608695652173914,1.6571428571428573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959790,18,32,6.9282967032967,400.5,483.58333333333337,2.833333333333333,5.0,9.333333333333334,5.916666666666666,1.0,15.833333333333332,8.416666666666668,21.583333333333336,54.97500000000001,6.883869047619048,489.66666666666663,578.25,3.6666666666666665,3.5,4.166666666666667,4.166666666666666,1.0,19.916666666666664,11.75,20.75,58.891666666666666,L,1.2428571428571429,1.2608695652173914,0.8405797101449275,0.8285714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959800,30,167,6.899697802197803,382.5,466.1666666666667,5.166666666666666,5.5,5.5,5.5,1.0,22.666666666666664,13.666666666666666,26.833333333333336,55.25,7.1698809523809555,507.33333333333337,581.0,6.5,7.333333333333334,6.166666666666667,7.833333333333334,1.0,15.5,11.166666666666666,20.166666666666668,60.1,W,0.8219178082191781,0.547945205479452,1.6438356164383563,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959795,26,24,6.7579029304029286,386.0,481.5,4.333333333333333,4.166666666666667,5.666666666666667,5.666666666666667,1.0,20.333333333333332,12.0,22.5,51.35,6.895115995115996,341.0,430.83333333333337,3.166666666666667,3.166666666666667,5.0,3.666666666666667,1.0,22.833333333333336,12.5,24.5,51.73333333333333,W,0.5281385281385281,1.099099099099099,1.099099099099099,1.3203463203463204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959796,32,16,6.8898809523809526,488.8333333333333,574.8333333333333,3.6666666666666665,3.5,4.166666666666667,4.5,1.0,19.166666666666664,11.833333333333332,21.166666666666664,58.85000000000001,6.631437728937728,268.0,367.33333333333337,2.666666666666667,2.666666666666667,3.833333333333333,4.166666666666667,1.0,25.666666666666664,13.333333333333334,20.833333333333336,44.66666666666667,W,1.0562770562770563,0.27477477477477474,1.099099099099099,2.1125541125541125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959798,18,259,6.89282051282051,380.16666666666663,464.6666666666667,2.5,5.333333333333334,8.5,5.5,1.0,16.5,8.166666666666668,20.5,52.150000000000006,6.879305555555556,384.0,469.16666666666663,3.6666666666666665,5.833333333333333,4.666666666666666,3.5,1.0,15.5,11.333333333333332,22.333333333333336,53.11666666666666,W,1.3203463203463204,1.6486486486486487,0.8243243243243243,1.0562770562770563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959799,96,183,6.637179487179488,325.83333333333337,415.33333333333337,2.166666666666667,3.5,4.333333333333334,2.833333333333333,1.0,20.833333333333336,8.166666666666666,20.666666666666664,47.8,6.66309523809524,357.83333333333337,460.16666666666663,3.333333333333333,3.333333333333333,4.333333333333333,5.5,1.0,17.5,12.666666666666668,30.5,53.2,W,0.5281385281385281,1.099099099099099,1.3738738738738738,1.8484848484848484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959803,29,168,6.989761904761906,274.0,367.3333333333333,3.0,3.666666666666667,3.8333333333333335,5.5,1.0,19.833333333333336,9.166666666666668,22.833333333333336,43.11666666666666,6.695476190476192,317.0,410.8333333333333,3.0,4.333333333333334,6.0,4.333333333333334,1.0,17.833333333333332,12.0,24.166666666666668,48.21666666666667,D,1.5844155844155843,1.6486486486486487,1.099099099099099,1.3203463203463204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959794,14,13,6.953333333333331,228.83333333333331,324.0,3.1666666666666665,4.666666666666666,5.5,4.0,1.0,23.333333333333332,11.833333333333334,24.0,41.25,7.012362637362639,509.8333333333333,592.0,6.5,6.833333333333334,6.833333333333334,7.5,1.0,20.333333333333336,8.5,19.666666666666664,60.849999999999994,L,2.1125541125541125,1.3738738738738738,0.8243243243243243,0.7922077922077921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959797,23,15,6.568809523809528,310.5,389.3333333333333,2.1666666666666665,2.5,3.6666666666666665,4.5,1.0,18.166666666666668,10.333333333333332,25.666666666666668,44.33333333333333,6.71,440.8333333333333,523.8333333333333,5.666666666666666,4.666666666666667,6.166666666666667,6.333333333333333,0.16666666666666666,17.5,12.166666666666668,16.666666666666668,57.78333333333333,D,0.7282608695652174,1.3137254901960784,1.0509803921568626,1.9420289855072463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959801,27,162,6.90029304029304,306.3333333333333,397.33333333333337,4.166666666666667,3.333333333333333,5.333333333333333,3.0,1.0,21.833333333333332,11.833333333333334,20.833333333333332,45.366666666666674,6.8430952380952395,255.66666666666669,334.66666666666663,2.6666666666666665,4.666666666666666,4.833333333333334,5.333333333333333,1.0,18.666666666666668,14.166666666666668,20.833333333333336,41.53333333333333,L,0.24113475177304963,1.0,1.3026819923371649,0.723404255319149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959802,175,31,6.775952380952381,264.0,346.33333333333337,2.5,3.333333333333333,4.666666666666666,5.666666666666666,1.0,18.0,9.333333333333332,20.666666666666668,39.516666666666666,6.918498168498167,352.66666666666663,434.5,3.1666666666666665,4.0,4.333333333333333,6.333333333333334,1.0,17.666666666666664,9.0,18.166666666666664,49.81666666666667,L,0.4893617021276595,1.5681818181818183,0.7840909090909092,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,959808,162,175,6.835267857142858,256.75,335.625,2.958333333333333,4.375,5.333333333333334,5.166666666666666,1.0,17.833333333333336,15.0,19.708333333333336,42.27499999999999,6.8031250000000005,267.83333333333337,353.0,2.333333333333333,3.458333333333333,4.5,5.666666666666666,1.0,18.291666666666664,9.375,21.458333333333336,40.6875,W,0.7291666666666666,1.0256410256410255,0.5128205128205128,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
