,match_id,date_string,home_team_id,away_team_id,half_time_score,full_time_score,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away,result_home
0,1190260,2017-11-05 16:30:00,31,27,0 : 0,3 : 2,6.91142857142857,196,294,2,5,2,2,0,20,14,21,37.9,6.71142857142857,356,472,2,3,6,5,0,14,12,36,62.1,0,0,3,2,1.0
0,1190258,2017-11-05 16:30:00,15,32,0 : 0,1 : 0,7.07428571428571,370,471,4,8,6,4,0,14,16,27,54.0,6.43428571428571,301,396,5,2,3,7,0,13,20,29,46.0,0,0,1,0,1.0
0,1190320,2017-11-18 12:30:00,13,30,2 : 0,2 : 0,7.22923076923077,281,399,5,5,4,7,0,18,11,21,42.1,6.50857142857143,436,549,2,4,8,4,0,12,16,28,57.9,2,0,2,0,1.0
0,1190294,2017-11-18 15:00:00,175,15,0 : 3,0 : 4,6.11428571428571,307,378,0,2,5,3,0,18,13,18,38.6,7.45928571428571,529,610,2,7,2,4,0,14,12,15,61.4,0,3,0,4,-1.0
0,1190281,2017-11-18 15:00:00,14,167,0 : 1,0 : 2,6.17857142857143,175,266,1,0,1,1,0,11,8,26,25.3,7.09071428571429,705,784,2,4,6,7,0,13,10,19,74.7,0,1,0,2,-1.0
0,1190275,2017-11-18 15:00:00,184,259,2 : 0,2 : 0,7.33583333333333,204,296,6,7,4,8,0,23,12,16,39.2,6.49285714285714,379,471,4,1,9,6,0,10,12,25,60.8,2,0,2,0,1.0
0,1190284,2017-11-18 15:00:00,26,18,2 : 0,3 : 0,7.25285714285714,472,562,7,8,6,10,0,11,15,25,61.1,6.25357142857143,261,362,2,0,3,2,0,26,9,20,38.9,2,0,3,0,1.0
0,1190324,2017-11-18 15:00:00,183,166,2 : 0,4 : 0,7.3,147,246,0,5,4,8,0,12,13,15,30.7,6.13071428571428,441,539,6,3,10,11,0,19,10,25,69.3,2,0,4,0,1.0
0,1190278,2017-11-18 15:00:00,162,31,2 : 2,2 : 2,6.68846153846154,439,539,4,7,5,9,0,12,9,38,68.7,6.97571428571429,159,248,1,5,2,4,0,34,26,18,31.3,2,2,2,2,0.0
0,1190287,2017-11-18 17:30:00,32,23,2 : 1,4 : 1,7.28857142857143,542,620,3,7,6,11,0,15,10,26,64.7,6.43285714285714,260,344,1,5,6,4,0,18,9,12,35.3,2,1,4,1,1.0
0,1190290,2017-11-19 16:00:00,27,29,1 : 0,2 : 0,7.23071428571429,515,614,2,7,8,3,0,13,13,12,58.5,6.44230769230769,336,434,0,6,4,1,0,6,10,24,41.5,1,0,2,0,1.0
0,1190328,2017-11-20 20:00:00,211,96,1 : 2,2 : 2,6.61071428571429,364,462,0,3,6,6,0,14,13,17,53.8,7.0275,316,396,5,6,2,7,0,10,5,24,46.2,1,2,2,2,0.0
0,1190276,2017-11-24 20:00:00,29,14,1 : 1,1 : 1,6.74846153846154,300,381,1,4,3,5,0,19,9,27,49.3,6.72230769230769,313,404,0,2,5,5,0,24,12,21,50.7,1,1,1,1,0.0
0,1190330,2017-11-25 15:00:00,30,175,0 : 1,1 : 1,6.75692307692308,601,689,10,5,10,8,0,15,10,28,72.5,6.83428571428571,190,266,0,2,3,0,0,20,13,19,27.5,0,1,1,1,0.0
0,1190326,2017-11-25 15:00:00,259,183,0 : 0,0 : 0,6.85076923076923,350,447,3,1,6,4,0,17,18,23,48.2,6.80714285714286,390,472,2,5,2,5,0,16,6,21,51.8,0,0,0,0,0.0
0,1190318,2017-11-25 15:00:00,23,27,0 : 2,0 : 3,6.39071428571429,378,480,5,2,5,6,0,12,8,26,52.4,7.33785714285714,315,441,1,4,7,3,0,27,13,19,47.6,0,2,0,3,-1.0
0,1190314,2017-11-25 15:00:00,32,211,0 : 0,1 : 0,6.94,478,565,4,4,7,5,0,10,9,22,58.3,6.48357142857143,311,404,3,2,3,0,0,18,9,17,41.7,0,0,1,0,1.0
0,1190302,2017-11-25 15:00:00,162,96,0 : 0,2 : 1,6.95,379,492,3,5,2,5,0,27,9,38,54.0,6.75307692307692,327,425,1,3,6,2,0,20,5,38,46.0,0,0,2,1,1.0
0,1190310,2017-11-25 17:30:00,26,15,0 : 0,1 : 1,6.80857142857143,504,587,9,4,3,7,0,19,10,22,53.5,6.89642857142857,411,497,3,3,5,8,0,23,7,19,46.5,0,0,1,1,0.0
0,1190322,2017-11-26 13:30:00,18,31,1 : 1,4 : 1,7.28428571428571,564,663,5,5,7,7,0,19,6,29,67.2,6.15642857142857,232,329,0,2,3,2,0,12,13,19,32.8,1,1,4,1,1.0
0,1190298,2017-11-26 14:00:00,184,13,0 : 0,0 : 1,6.58083333333333,269,350,3,2,3,5,0,13,8,9,36.3,7.02,531,636,7,2,9,5,0,11,14,20,63.7,0,0,0,1,-1.0
0,1190306,2017-11-26 16:00:00,166,167,1 : 0,1 : 2,6.35857142857143,94,184,1,0,3,3,0,16,10,19,20.5,6.79714285714286,642,733,2,5,7,7,0,21,10,16,79.5,1,0,1,2,-1.0
0,1190288,2017-11-28 19:45:00,14,30,2 : 0,2 : 1,7.02357142857143,240,336,0,4,3,4,0,23,7,22,37.4,6.62214285714286,465,561,3,6,9,9,0,19,10,25,62.6,2,0,2,1,1.0
0,1190285,2017-11-28 19:45:00,211,162,0 : 0,0 : 0,6.79642857142857,334,452,2,4,4,10,0,19,13,28,53.2,7.00583333333333,295,405,1,4,5,5,0,9,8,12,46.8,0,0,0,0,0.0
0,1190291,2017-11-28 20:00:00,27,32,0 : 3,2 : 4,6.54071428571429,411,496,4,3,5,5,0,16,12,25,59.4,7.03642857142857,257,346,5,7,3,5,0,14,10,25,40.6,0,3,2,4,-1.0
0,1190295,2017-11-28 20:00:00,175,23,1 : 0,2 : 2,6.86785714285714,305,401,2,4,2,1,0,22,13,20,47.9,6.64142857142857,342,435,5,4,5,6,0,18,12,25,52.1,1,0,2,2,0.0
0,1190279,2017-11-29 19:45:00,13,166,1 : 0,5 : 0,7.74571428571429,716,813,6,7,8,7,0,19,10,17,70.3,5.97214285714286,259,337,2,2,3,2,0,13,12,22,29.7,1,0,5,0,1.0
0,1190282,2017-11-29 19:45:00,183,184,0 : 1,1 : 2,6.43857142857143,453,567,5,2,4,4,0,14,9,28,62.1,6.895,247,345,4,4,2,6,0,22,11,21,37.9,0,1,1,2,-1.0
0,1190299,2017-11-29 19:45:00,15,259,0 : 0,1 : 0,7.15928571428571,518,608,4,10,7,15,0,22,10,25,61.1,6.46785714285714,315,404,1,0,1,1,0,16,7,22,38.9,0,0,1,0,1.0
0,1190311,2017-11-29 20:00:00,96,26,0 : 1,0 : 3,6.34538461538462,244,349,5,1,4,5,0,16,8,24,39.9,7.31142857142857,445,548,4,7,3,10,0,14,10,23,60.1,0,1,0,3,-1.0
0,1190307,2017-11-29 20:00:00,167,18,0 : 0,2 : 1,6.98307692307692,668,778,6,12,8,6,0,16,12,29,74.3,6.75642857142857,157,270,2,2,3,5,0,15,11,13,25.7,0,0,2,1,1.0
0,1190303,2017-11-29 20:00:00,31,29,2 : 0,4 : 0,7.56428571428571,325,411,1,5,2,2,1,19,16,21,43.9,6.05714285714286,406,511,1,3,3,6,1,11,6,30,56.1,2,0,4,0,1.0
0,1190327,2017-12-02 12:30:00,15,23,2 : 1,3 : 1,7.21357142857143,647,743,6,9,8,11,0,17,8,18,65.6,6.31,299,390,2,2,4,4,0,17,13,16,34.4,2,1,3,1,1.0
0,1190280,2017-12-02 15:00:00,96,259,2 : 1,2 : 1,6.90928571428571,295,377,1,3,6,2,0,13,12,29,44.1,6.45642857142857,372,458,5,3,2,6,0,24,10,23,55.9,2,1,2,1,1.0
0,1190286,2017-12-02 15:00:00,175,162,0 : 0,0 : 0,6.97,288,395,6,6,8,3,0,15,11,29,51.1,7.10833333333333,271,380,5,2,3,7,0,15,10,24,48.9,0,0,0,0,0.0
0,1190331,2017-12-02 15:00:00,31,166,0 : 0,2 : 0,7.18285714285714,252,367,1,4,1,2,0,13,12,33,47.1,6.50076923076923,281,396,0,3,2,5,0,23,9,31,52.9,0,0,2,0,1.0
0,1190283,2017-12-02 15:00:00,27,30,1 : 1,1 : 1,6.59642857142857,316,399,2,2,2,7,0,20,16,24,50.5,6.56571428571429,329,404,2,2,4,2,0,21,8,23,49.5,1,1,1,1,0.0
0,1190323,2017-12-02 15:00:00,211,26,0 : 2,1 : 5,6.02214285714286,398,489,1,2,3,2,0,18,8,12,42.8,7.24285714285714,583,662,2,6,4,2,0,17,7,21,57.2,0,2,1,5,-1.0
0,1190274,2017-12-02 15:00:00,14,184,1 : 0,1 : 0,7.01333333333333,302,415,7,3,6,10,0,7,3,30,51.6,6.57785714285714,282,382,3,4,7,7,0,23,11,20,48.4,1,0,1,0,1.0
0,1190315,2017-12-02 17:30:00,13,32,0 : 2,1 : 3,6.49714285714286,562,656,11,16,6,12,0,18,11,24,75.1,7.47857142857143,147,222,3,4,1,1,0,15,10,12,24.9,0,2,1,3,-1.0
0,1190319,2017-12-03 13:30:00,183,18,1 : 0,1 : 1,6.72642857142857,330,415,4,5,7,5,0,12,6,31,47.8,6.96142857142857,371,458,2,4,9,4,0,23,12,10,52.2,1,0,1,1,0.0
0,1190277,2017-12-03 16:00:00,167,29,0 : 1,2 : 1,7.09428571428571,664,753,11,8,5,10,0,22,5,20,77.0,6.73357142857143,158,220,0,4,3,4,0,20,7,19,23.0,0,1,2,1,1.0
0,1190325,2017-12-09 12:30:00,29,15,1 : 0,1 : 0,7.18846153846154,219,299,2,2,1,4,0,22,10,21,30.6,6.56642857142857,586,683,9,2,8,3,0,24,10,23,69.4,1,0,1,0,1.0
0,1190293,2017-12-09 15:00:00,162,183,2 : 2,2 : 2,6.82,257,345,8,8,8,6,0,18,14,20,45.1,6.86857142857143,352,442,3,5,3,3,1,19,14,21,54.9,2,2,2,2,0.0
0,1190289,2017-12-09 15:00:00,184,27,1 : 0,1 : 0,7.10769230769231,251,377,1,5,2,3,0,8,10,18,49.0,6.62153846153846,276,394,1,2,8,5,0,10,12,20,51.0,1,0,1,0,1.0
0,1190317,2017-12-09 15:00:00,259,175,0 : 0,1 : 0,7.04428571428572,365,461,7,3,8,6,0,20,8,25,54.3,6.43571428571429,298,396,3,1,3,3,0,15,18,30,45.7,0,0,1,0,1.0
0,1190321,2017-12-09 15:00:00,30,96,1 : 0,5 : 1,7.32071428571429,579,657,3,11,6,12,0,18,12,17,70.8,6.275,172,268,0,3,1,6,0,17,9,12,29.2,1,0,5,1,1.0
0,1190297,2017-12-09 15:00:00,166,211,2 : 0,2 : 0,7.26071428571429,403,541,5,6,8,8,0,23,6,28,58.4,6.215,267,391,3,2,2,1,0,17,10,29,41.6,2,0,2,0,1.0
0,1190309,2017-12-09 17:30:00,23,14,1 : 1,2 : 3,6.65571428571428,230,337,2,4,4,6,0,21,10,21,37.8,6.89071428571429,446,562,1,5,7,5,0,20,8,21,62.2,1,1,2,3,-1.0
0,1190313,2017-12-10 12:00:00,18,13,1 : 0,1 : 1,6.81,296,375,1,3,2,4,0,14,12,13,33.0,6.57571428571429,664,758,1,6,4,5,0,13,10,19,67.0,1,0,1,1,0.0
0,1190301,2017-12-10 14:15:00,26,31,1 : 0,1 : 1,6.72714285714286,644,736,8,3,12,12,0,13,8,30,79.4,6.56642857142857,99,197,0,2,1,1,0,21,11,11,20.6,1,0,1,1,0.0
0,1190305,2017-12-10 16:30:00,32,167,1 : 1,1 : 2,6.52357142857143,225,329,1,5,2,2,0,22,16,20,35.4,6.84428571428572,502,606,4,7,3,8,0,18,10,20,64.6,1,1,1,2,-1.0
0,1190519,2017-12-12 19:45:00,184,96,0 : 0,1 : 0,6.91714285714286,251,392,3,2,5,6,0,14,6,32,51.0,6.71307692307692,240,380,1,7,6,4,0,17,14,29,49.0,0,0,1,0,1.0
0,1190527,2017-12-12 20:00:00,162,27,0 : 1,2 : 1,6.865,318,415,4,4,6,4,0,13,14,21,53.6,6.415,242,352,2,2,3,6,0,21,18,24,46.4,0,1,2,1,1.0
0,1190521,2017-12-12 20:00:00,166,15,0 : 2,1 : 3,6.18142857142857,363,431,1,2,4,1,0,8,11,15,35.8,7.07,707,769,3,5,4,3,0,10,4,21,64.2,0,2,1,3,-1.0
0,1190531,2017-12-13 19:45:00,23,31,0 : 1,0 : 1,6.43571428571429,392,509,8,4,4,4,0,17,10,41,55.0,7.12,312,426,0,4,3,1,0,25,11,23,45.0,0,1,0,1,-1.0
0,1190533,2017-12-13 19:45:00,18,14,0 : 3,1 : 4,6.33785714285714,334,413,2,4,5,9,0,19,13,28,53.4,7.27357142857143,278,369,3,11,2,9,0,23,9,25,46.6,0,3,1,4,-1.0
0,1190539,2017-12-13 20:00:00,30,211,1 : 0,2 : 0,7.25357142857143,663,749,11,8,6,10,0,15,5,28,75.1,6.48357142857143,161,248,1,4,2,2,0,13,10,20,24.9,1,0,2,0,1.0
0,1190525,2017-12-13 20:00:00,29,13,0 : 0,0 : 0,7.05666666666667,214,300,2,0,4,1,0,11,9,21,29.9,7.06615384615385,607,704,11,3,8,7,0,17,9,21,70.1,0,0,0,0,0.0
0,1190529,2017-12-13 20:00:00,32,183,1 : 0,1 : 0,6.96071428571429,482,570,4,2,3,4,0,13,14,21,56.4,6.49,342,427,3,7,4,9,0,10,12,14,43.6,1,0,1,0,1.0
0,1190536,2017-12-13 20:00:00,26,175,0 : 0,0 : 0,6.90071428571429,611,711,6,5,3,5,0,20,16,24,70.2,6.99,195,291,1,1,4,7,0,24,6,15,29.8,0,0,0,0,0.0
0,1190523,2017-12-13 20:45:00,259,167,0 : 2,0 : 4,6.09214285714286,149,223,2,3,3,2,0,12,12,17,21.5,7.66285714285714,763,834,3,10,10,5,0,17,6,22,78.5,0,2,0,4,-1.0
0,1190518,2017-12-16 12:30:00,14,162,0 : 2,0 : 3,6.285,357,452,4,2,5,6,0,16,12,27,56.1,7.73384615384615,275,368,4,6,3,4,0,25,13,22,43.9,0,2,0,3,-1.0
0,1190542,2017-12-16 15:00:00,13,23,1 : 0,1 : 0,7.21428571428571,649,761,7,5,11,7,0,17,13,21,71.3,6.75285714285714,201,299,4,2,4,5,0,21,9,11,28.7,1,0,1,0,1.0
0,1190524,2017-12-16 15:00:00,27,166,0 : 2,1 : 4,6.16785714285714,356,452,3,3,7,8,0,18,12,32,59.5,7.11714285714286,223,309,2,9,4,7,0,24,17,19,40.5,0,2,1,4,-1.0
0,1190546,2017-12-16 15:00:00,211,184,0 : 0,0 : 0,6.94428571428571,375,475,4,2,6,8,0,11,13,33,57.8,6.99692307692308,243,358,4,7,0,2,0,12,13,15,42.2,0,0,0,0,0.0
0,1190548,2017-12-16 15:00:00,15,18,1 : 0,1 : 0,7.19642857142857,467,545,8,8,8,8,0,13,8,28,53.6,6.56714285714286,386,474,2,2,2,4,0,20,16,17,46.4,1,0,1,0,1.0
0,1190522,2017-12-16 16:00:00,96,29,0 : 1,0 : 3,6.29,333,432,9,0,8,7,0,25,12,21,54.7,7.34642857142857,295,372,1,7,6,9,0,7,13,25,45.3,0,1,0,3,-1.0
0,1190520,2017-12-16 17:30:00,167,30,1 : 0,4 : 1,7.18571428571429,370,456,2,11,7,5,0,18,13,18,52.9,6.195,327,412,1,2,4,1,0,17,20,26,47.1,1,0,4,1,1.0
0,1190526,2017-12-17 14:15:00,175,32,0 : 2,1 : 2,6.55071428571428,341,433,4,5,3,6,0,15,14,24,43.1,6.82071428571429,484,588,3,3,2,3,0,12,7,20,56.9,0,2,1,2,-1.0
0,1190544,2017-12-17 16:30:00,183,26,0 : 3,0 : 4,5.96142857142857,414,511,2,2,2,2,0,9,5,24,44.0,7.59357142857143,576,655,2,7,12,3,0,12,10,18,56.0,0,3,0,4,-1.0
0,1190549,2017-12-18 20:00:00,31,259,1 : 1,3 : 1,6.92285714285714,349,445,2,7,3,6,0,17,12,25,51.1,6.34142857142857,332,431,1,3,4,3,1,14,12,29,48.9,1,1,3,1,1.0
0,1190528,2017-12-22 19:45:00,13,26,0 : 1,3 : 3,6.73,380,503,4,4,3,7,0,18,9,27,53.5,6.95642857142857,334,436,0,9,5,8,0,21,11,22,46.5,0,1,3,3,0.0
0,1190535,2017-12-23 12:30:00,31,15,0 : 0,0 : 0,7.14285714285714,230,327,2,0,3,2,0,18,8,12,32.2,6.75571428571429,569,679,8,8,9,7,0,19,4,26,67.8,0,0,0,0,0.0
0,1190332,2017-12-23 15:00:00,259,162,0 : 0,1 : 1,6.62642857142857,505,594,2,2,3,6,0,18,13,18,64.3,6.86615384615385,257,336,4,5,4,3,0,21,11,22,35.7,0,0,1,1,0.0
0,1190541,2017-12-23 15:00:00,167,183,1 : 0,4 : 0,7.54428571428571,825,901,4,5,5,4,0,19,8,21,78.8,6.00857142857143,163,232,2,1,2,6,0,10,7,14,21.2,1,0,4,0,1.0
0,1190543,2017-12-23 15:00:00,18,166,1 : 0,1 : 1,6.65785714285714,269,384,2,6,4,9,0,14,16,30,52.6,6.71714285714286,223,345,4,2,4,1,0,17,9,23,47.4,1,0,1,1,0.0
0,1190336,2017-12-23 15:00:00,29,23,1 : 1,2 : 3,6.79538461538462,329,426,8,6,5,6,0,16,9,31,63.5,7.00357142857143,155,249,2,4,5,3,1,23,12,19,36.5,1,1,2,3,-1.0
0,1190545,2017-12-23 15:00:00,96,175,2 : 0,3 : 1,7.49846153846154,259,357,2,5,2,1,0,27,9,24,43.6,6.50785714285714,338,445,5,7,5,11,0,16,11,41,56.4,2,0,3,1,1.0
0,1190530,2017-12-23 15:00:00,211,27,0 : 0,1 : 0,7.14428571428572,328,426,3,3,8,6,0,14,8,22,51.7,6.44214285714286,288,397,5,1,6,4,0,19,11,34,48.3,0,0,1,0,1.0
0,1190532,2017-12-23 17:30:00,184,30,0 : 1,0 : 3,6.15142857142857,233,350,0,2,3,4,0,11,10,24,40.4,7.34214285714286,419,527,5,8,5,4,0,9,10,29,59.6,0,1,0,3,-1.0
0,1190538,2017-12-23 19:45:00,14,32,1 : 1,2 : 2,6.43571428571429,354,448,5,3,3,4,0,8,19,19,49.7,6.89714285714286,371,448,4,6,9,6,0,17,8,20,50.3,1,1,2,2,0.0
0,1190368,2017-12-26 12:30:00,30,18,2 : 0,5 : 2,7.31071428571429,408,493,2,7,7,3,0,12,8,15,57.0,6.40214285714286,265,359,3,6,7,8,0,28,15,14,43.0,2,0,5,2,1.0
0,1190372,2017-12-26 15:00:00,27,14,1 : 1,2 : 1,6.90642857142857,234,355,3,1,7,8,0,20,7,28,49.8,6.53214285714286,244,359,3,5,3,8,0,15,13,43,50.2,1,1,2,1,1.0
0,1190352,2017-12-26 15:00:00,166,96,1 : 0,1 : 1,6.74571428571429,416,500,3,7,8,8,0,17,9,29,58.3,7.15071428571428,274,372,3,7,5,5,0,31,12,16,41.7,1,0,1,1,0.0
0,1190344,2017-12-26 15:00:00,15,211,0 : 0,2 : 0,7.25285714285714,616,696,7,8,10,13,0,12,8,11,67.2,6.44857142857143,264,342,3,1,4,1,0,10,8,13,32.8,0,0,2,0,1.0
0,1190360,2017-12-26 15:00:00,32,184,0 : 2,2 : 2,6.87153846153846,534,638,11,6,7,12,0,11,10,24,71.3,6.73692307692308,157,270,0,2,1,2,0,14,14,18,28.7,0,2,2,2,0.0
0,1190340,2017-12-26 15:00:00,183,29,1 : 1,3 : 3,6.85384615384615,330,424,5,10,10,7,0,15,12,19,56.5,6.92714285714286,236,333,2,5,3,4,0,22,14,29,43.5,1,1,3,3,0.0
0,1190376,2017-12-26 15:00:00,175,31,0 : 0,0 : 0,6.84214285714286,263,370,4,3,10,10,0,13,14,28,52.7,6.69714285714286,238,344,0,3,4,2,0,16,13,31,47.3,0,0,0,0,0.0
0,1190356,2017-12-26 17:30:00,26,259,1 : 0,5 : 0,7.84428571428572,530,601,6,9,7,4,0,20,5,14,55.0,5.83142857142857,422,496,1,4,2,2,0,13,8,17,45.0,1,0,5,0,1.0
0,1190364,2017-12-27 19:45:00,23,167,0 : 1,0 : 1,6.455,133,228,1,2,3,3,0,14,11,19,22.0,7.11071428571429,736,824,4,6,12,8,0,15,6,19,78.0,0,1,0,1,-1.0
0,1190348,2017-12-28 20:00:00,162,13,0 : 1,2 : 3,6.91785714285714,249,336,5,2,9,5,0,26,12,34,34.8,7.09538461538462,553,654,4,9,3,4,0,21,7,22,65.2,0,1,2,3,-1.0
0,1190396,2017-12-30 15:00:00,26,14,0 : 1,2 : 1,6.77214285714286,456,566,5,6,7,7,0,15,7,41,60.6,6.54,258,371,5,1,1,1,0,16,3,25,39.4,0,1,2,1,1.0
0,1190380,2017-12-30 15:00:00,183,31,1 : 0,2 : 1,6.87714285714286,290,416,4,7,7,4,0,8,8,25,47.2,6.45071428571428,348,471,2,1,3,4,0,14,13,21,52.8,1,0,2,1,1.0
0,1190404,2017-12-30 15:00:00,23,211,0 : 0,0 : 0,6.74285714285714,292,411,4,2,5,3,0,12,11,36,45.3,7.05083333333333,396,505,2,3,5,6,0,13,10,21,54.7,0,0,0,0,0.0
0,1190392,2017-12-30 15:00:00,166,184,0 : 0,0 : 0,6.86785714285714,284,384,0,1,2,5,0,16,14,28,56.9,6.80615384615385,179,294,2,4,5,4,0,17,14,29,43.1,0,0,0,0,0.0
0,1190412,2017-12-30 15:00:00,27,259,1 : 0,1 : 2,6.61071428571429,413,501,1,4,4,1,0,21,14,22,51.1,6.81714285714286,396,479,1,4,4,8,0,19,13,22,48.9,1,0,1,2,-1.0
0,1190384,2017-12-30 15:00:00,15,96,3 : 0,5 : 0,7.50214285714286,592,653,2,12,7,7,0,9,5,18,58.5,6.01692307692308,395,474,0,1,0,0,0,27,10,11,41.5,3,0,5,0,1.0
0,1190400,2017-12-30 17:30:00,32,18,0 : 0,0 : 0,6.95307692307692,427,500,7,3,5,10,0,14,12,18,54.5,6.76285714285714,329,423,1,3,4,7,0,19,13,16,45.5,0,0,0,0,0.0
0,1190388,2017-12-31 12:00:00,162,167,0 : 0,0 : 0,6.80428571428571,124,205,4,2,4,7,0,19,14,13,25.5,6.77071428571429,550,626,7,4,4,8,1,14,11,18,74.5,0,0,0,0,0.0
0,1190416,2017-12-31 16:30:00,175,13,0 : 0,1 : 1,6.59714285714286,244,322,7,3,4,5,0,14,14,15,34.7,6.59,544,647,5,4,5,6,0,12,9,18,65.3,0,0,1,1,0.0
0,1190424,2018-01-01 12:30:00,211,183,1 : 1,2 : 2,7.15384615384615,300,394,6,6,3,5,0,23,13,21,49.1,6.90285714285714,329,403,13,8,5,12,0,6,9,19,50.9,1,1,2,2,0.0
0,1190447,2018-01-01 15:00:00,96,23,0 : 0,0 : 1,6.60307692307692,352,463,4,4,3,10,0,14,10,20,58.8,7.15,223,335,3,6,5,5,0,17,11,20,41.2,0,0,0,1,-1.0
0,1190436,2018-01-01 15:00:00,14,166,0 : 0,3 : 0,7.27642857142857,387,482,0,5,6,4,0,14,7,32,51.4,6.4,369,455,2,1,3,1,0,29,9,20,48.6,0,0,3,0,1.0
0,1190428,2018-01-01 15:00:00,184,26,0 : 0,1 : 2,6.67538461538462,266,377,3,4,6,3,0,13,4,18,42.1,6.87928571428571,410,511,7,5,7,9,0,14,12,26,57.9,0,0,1,2,-1.0
0,1190432,2018-01-01 17:30:00,31,32,0 : 0,0 : 2,6.30285714285714,282,365,6,0,6,6,0,12,11,15,39.8,7.04714285714286,495,585,7,6,8,6,0,12,10,27,60.2,0,0,0,2,-1.0
0,1190450,2018-01-02 19:45:00,259,30,0 : 1,0 : 2,6.38357142857143,232,313,2,1,5,6,0,18,12,16,32.3,7.12,593,675,2,5,5,5,0,21,9,25,67.7,0,1,0,2,-1.0
0,1190334,2018-01-02 19:45:00,29,175,0 : 1,2 : 1,7.00714285714286,372,449,3,5,5,3,0,15,12,23,52.6,6.54214285714286,327,413,3,3,6,4,0,16,12,16,47.4,0,1,2,1,1.0
0,1190444,2018-01-02 19:45:00,18,162,1 : 0,1 : 2,6.585,444,560,0,3,7,4,0,26,8,25,61.1,6.89,246,350,3,4,4,7,0,15,11,29,38.9,1,0,1,2,-1.0
0,1190440,2018-01-02 20:00:00,167,27,2 : 0,3 : 1,7.025,784,854,3,7,8,9,0,14,8,20,76.7,6.43,182,261,1,4,2,1,0,25,12,21,23.3,2,0,3,1,1.0
0,1190420,2018-01-03 19:45:00,13,15,0 : 0,2 : 2,6.84,515,599,5,6,3,10,0,16,11,9,58.3,6.97857142857143,348,422,3,6,10,8,0,18,11,9,41.7,0,0,2,2,0.0
0,1190408,2018-01-04 20:00:00,30,29,0 : 0,1 : 1,6.85785714285714,558,669,14,8,9,7,0,19,10,32,70.7,6.85615384615385,186,283,0,1,2,1,0,18,6,22,29.3,0,0,1,1,0.0
0,1190350,2018-01-13 15:00:00,166,29,1 : 1,1 : 4,6.14692307692308,442,549,2,2,4,7,0,13,7,26,64.8,7.34384615384615,209,306,1,6,1,3,0,17,9,30,35.2,1,1,1,4,-1.0
0,1190346,2018-01-13 15:00:00,162,184,1 : 0,1 : 0,7.28272727272727,214,323,7,2,8,3,0,19,16,24,44.3,6.53461538461538,309,414,1,2,5,2,0,18,10,23,55.7,1,0,1,0,1.0
0,1190370,2018-01-13 15:00:00,27,18,0 : 2,2 : 2,6.66571428571429,352,465,2,4,10,5,0,14,11,38,55.7,6.71285714285714,256,375,2,4,4,4,0,15,13,22,44.3,0,2,2,2,0.0
0,1190362,2018-01-13 15:00:00,23,259,0 : 0,1 : 1,6.81153846153846,278,371,1,4,7,4,0,22,11,18,42.5,6.61285714285714,399,493,1,5,2,5,0,8,10,30,57.5,0,0,1,1,0.0
0,1190374,2018-01-13 15:00:00,175,211,1 : 0,2 : 0,7.13714285714286,242,353,5,4,6,10,0,7,8,18,44.2,6.32,348,447,5,1,7,6,0,17,15,20,55.8,1,0,2,0,1.0
0,1190342,2018-01-13 15:00:00,15,14,0 : 0,0 : 0,6.77142857142857,426,508,6,7,4,6,0,13,14,21,55.4,6.955,329,415,7,1,6,3,0,15,13,17,44.6,0,0,0,0,0.0
0,1190366,2018-01-13 17:30:00,30,31,1 : 0,4 : 0,7.64357142857143,484,579,4,10,6,3,0,18,11,26,61.5,6.15,258,360,3,0,4,3,0,17,15,21,38.5,1,0,4,0,1.0
0,1190338,2018-01-14 13:30:00,183,13,0 : 0,2 : 1,6.98357142857143,234,367,3,5,5,4,0,23,8,26,40.6,6.54153846153846,409,550,4,3,5,5,0,20,10,24,59.4,0,0,2,1,1.0
0,1190354,2018-01-14 16:00:00,26,167,1 : 1,4 : 3,7.11785714285714,277,367,5,7,4,5,0,33,10,11,35.7,6.72307692307692,571,667,4,4,3,6,0,24,7,20,64.3,1,1,4,3,1.0
0,1190358,2018-01-15 20:00:00,32,96,2 : 0,3 : 0,7.34142857142857,542,604,5,9,6,6,0,15,14,13,60.3,6.27714285714286,326,395,1,5,5,1,0,16,10,13,39.7,2,0,3,0,1.0
0,1190382,2018-01-20 12:30:00,211,15,0 : 2,0 : 4,6.01571428571429,287,362,2,3,5,5,0,11,12,23,41.7,7.57214285714286,462,535,3,10,1,3,0,13,5,20,58.3,0,2,0,4,-1.0
0,1190378,2018-01-20 15:00:00,13,162,4 : 0,4 : 1,7.51785714285714,642,727,5,10,1,5,0,19,6,8,63.0,6.49916666666667,336,406,3,5,1,10,0,15,8,12,37.0,4,0,4,1,1.0
