,match_id,date_string,home_team_id,away_team_id,half_time_score,full_time_score,home_team_rating,home_accurate_pass,home_total_pass,home_blocked_scoring_att,home_ontarget_scoring_att,home_shot_off_target,home_won_corners,home_penalty_save,home_total_tackle,home_fk_foul_lost,home_total_throws,home_possession_percentage,away_team_rating,away_accurate_pass,away_total_pass,away_blocked_scoring_att,away_ontarget_scoring_att,away_shot_off_target,away_won_corners,away_penalty_save,away_total_tackle,away_fk_foul_lost,away_total_throws,away_possession_percentage,half_time_score_home,half_time_score_away,full_time_score_home,full_time_score_away,result_home
0,1190414,2018-01-20 15:00:00,29,183,0 : 0,1 : 1,6.675,281,386,2,4,6,6,0,13,8,30,47.8,6.72230769230769,335,434,0,3,5,3,0,15,7,22,52.2,0,0,1,1,0.0
0,1190386,2018-01-20 15:00:00,184,32,0 : 0,0 : 1,6.50214285714286,309,423,3,3,8,5,0,24,7,20,48.2,7.11928571428571,363,461,6,2,4,4,0,13,13,26,51.8,0,0,0,1,-1.0
0,1190406,2018-01-20 15:00:00,96,166,0 : 0,2 : 0,7.37785714285714,199,330,1,6,4,3,0,22,18,29,48.5,6.24642857142857,194,353,0,3,3,2,0,14,13,41,51.5,0,0,2,0,1.0
0,1190390,2018-01-20 15:00:00,31,175,0 : 1,1 : 1,6.66857142857143,341,474,3,4,2,0,0,21,15,29,56.8,6.80785714285714,223,356,1,5,9,3,0,15,10,31,43.2,0,1,1,1,0.0
0,1190394,2018-01-20 15:00:00,14,27,1 : 0,2 : 0,7.22076923076923,331,422,1,5,3,4,0,15,11,24,53.4,6.45428571428571,254,356,4,3,4,5,0,27,10,19,46.6,1,0,2,0,1.0
0,1190398,2018-01-20 17:30:00,167,23,1 : 0,3 : 1,7.38846153846154,723,799,2,9,10,18,0,23,5,22,80.5,6.48142857142857,114,193,1,4,1,0,0,18,10,16,19.5,1,0,3,1,1.0
0,1190402,2018-01-21 16:00:00,18,30,1 : 1,1 : 1,6.63285714285714,237,343,1,4,5,2,0,21,8,21,41.1,6.61071428571429,407,491,5,2,10,9,0,16,15,24,58.9,1,1,1,1,0.0
0,1190410,2018-01-22 20:00:00,259,26,1 : 0,1 : 0,7.07769230769231,204,295,0,2,1,3,0,15,5,17,28.2,6.52384615384615,662,756,6,4,11,9,0,15,9,25,71.8,1,0,1,0,1.0
0,1190426,2018-01-30 19:45:00,29,162,1 : 1,1 : 1,6.90416666666667,204,296,1,3,4,5,0,25,11,21,40.4,6.70333333333333,371,454,1,3,5,3,0,9,15,21,59.6,1,1,1,1,0.0
0,1190422,2018-01-30 19:45:00,259,13,1 : 1,3 : 1,6.88,225,306,4,4,4,4,0,13,4,14,25.7,6.25230769230769,824,894,1,4,4,3,0,11,8,23,74.3,1,1,3,1,1.0
0,1190418,2018-01-30 20:00:00,166,26,0 : 2,0 : 3,6.14,214,308,2,1,2,1,0,11,8,15,25.3,7.22285714285714,809,913,4,7,3,4,0,13,8,24,74.7,0,2,0,3,-1.0
0,1190430,2018-01-31 19:45:00,15,183,0 : 0,0 : 3,6.48928571428571,517,618,8,5,8,8,0,16,5,29,65.7,7.36714285714286,241,329,4,5,2,5,0,23,12,20,34.3,0,0,0,3,-1.0
0,1190442,2018-01-31 19:45:00,18,211,0 : 1,1 : 1,6.61285714285714,484,588,7,3,8,7,0,12,8,26,65.8,6.89923076923077,215,315,3,2,4,2,0,20,10,14,34.2,0,1,1,1,0.0
0,1190434,2018-01-31 19:45:00,31,14,2 : 0,2 : 1,6.72,231,347,1,4,4,5,0,24,10,26,44.3,6.52071428571429,319,440,2,2,4,5,0,17,10,38,55.7,2,0,2,1,1.0
0,1190438,2018-01-31 19:45:00,23,184,0 : 0,1 : 1,6.81214285714286,280,397,3,4,7,7,0,17,15,25,52.5,6.67857142857143,241,364,3,2,6,4,1,18,15,33,47.5,0,0,1,1,0.0
0,1190335,2018-01-31 20:00:00,30,32,2 : 0,2 : 0,7.30214285714286,432,527,7,6,9,6,0,26,10,18,52.6,6.35857142857143,372,470,1,3,2,3,0,25,13,15,47.4,2,0,2,0,1.0
0,1190445,2018-01-31 20:00:00,167,175,1 : 0,3 : 0,7.52461538461538,614,695,2,10,7,9,0,16,10,18,74.3,6.25428571428571,162,246,1,1,1,1,0,17,10,21,25.7,1,0,3,0,1.0
0,1190448,2018-01-31 20:00:00,96,27,0 : 0,0 : 0,6.87538461538461,161,279,3,4,4,2,0,10,12,30,48.4,6.78571428571429,185,300,4,2,5,6,0,13,12,28,51.6,0,0,0,0,0.0
0,1190351,2018-02-03 12:30:00,184,167,0 : 1,1 : 1,6.81916666666667,178,278,1,3,4,3,0,9,9,24,29.2,6.8775,605,695,7,7,6,13,0,13,6,20,70.8,0,1,1,1,0.0
0,1190347,2018-02-03 15:00:00,211,29,1 : 1,3 : 1,6.84642857142857,338,452,5,5,11,4,0,8,11,40,54.4,6.58,283,380,1,1,2,1,0,17,7,25,45.6,1,1,3,1,1.0
0,1190367,2018-02-03 15:00:00,32,166,0 : 0,2 : 0,7.31928571428571,697,786,5,7,4,5,0,15,5,23,74.3,6.40857142857143,190,265,3,0,1,2,1,22,19,8,25.7,0,0,2,0,1.0
0,1190375,2018-02-03 15:00:00,175,18,1 : 2,2 : 3,6.57714285714286,214,322,2,3,4,5,0,11,12,21,38.9,6.965,404,522,3,5,5,7,0,14,10,25,61.1,1,2,2,3,-1.0
0,1190359,2018-02-03 15:00:00,14,259,1 : 0,1 : 1,6.61642857142857,427,521,3,5,5,3,0,16,9,34,60.1,6.715,248,340,1,1,1,3,0,14,8,26,39.9,1,0,1,1,0.0
0,1190343,2018-02-03 15:00:00,183,96,0 : 1,2 : 1,6.81,317,439,4,8,3,8,0,10,14,27,57.3,6.94571428571428,221,328,3,4,6,1,0,28,19,26,42.7,0,1,2,1,1.0
0,1190339,2018-02-03 17:30:00,13,31,4 : 0,5 : 1,7.53571428571429,468,553,5,7,3,4,0,22,8,13,58.4,6.19357142857143,306,376,4,2,4,6,0,11,8,27,41.6,4,0,5,1,1.0
0,1190355,2018-02-04 14:15:00,162,23,0 : 1,1 : 1,7.15666666666667,335,424,4,6,10,5,0,20,11,36,54.3,6.67642857142857,253,363,2,8,2,6,0,11,8,21,45.7,0,1,1,1,0.0
0,1190363,2018-02-04 16:30:00,26,30,1 : 0,2 : 2,6.71642857142857,204,302,2,3,4,3,1,17,15,14,34.1,6.56928571428571,473,590,5,6,2,7,0,16,9,20,65.9,1,0,2,2,0.0
0,1190371,2018-02-05 20:00:00,27,15,1 : 0,4 : 1,7.30285714285714,326,407,4,8,9,6,0,19,11,21,44.6,6.12307692307692,422,512,2,3,2,2,0,16,8,12,55.4,1,0,4,1,1.0
0,1190411,2018-02-10 12:30:00,30,13,0 : 0,1 : 0,7.15769230769231,411,494,1,6,11,10,0,14,13,21,49.9,6.48071428571429,413,509,2,1,3,2,0,12,9,10,50.1,0,0,1,0,1.0
0,1190403,2018-02-10 15:00:00,96,211,0 : 1,1 : 1,6.68714285714286,354,468,6,3,6,7,0,9,6,40,57.1,7.15428571428571,235,365,1,6,7,4,1,28,10,19,42.9,0,1,1,1,0.0
0,1190415,2018-02-10 15:00:00,29,27,1 : 0,2 : 0,7.39357142857143,150,246,2,4,2,8,0,21,11,24,36.2,6.53642857142857,323,442,4,4,3,7,0,16,7,27,63.8,1,0,2,0,1.0
0,1190407,2018-02-10 15:00:00,259,184,0 : 0,1 : 0,6.83642857142857,366,465,7,4,2,5,0,12,10,23,57.3,6.59928571428571,243,352,4,1,8,2,0,17,9,19,42.7,0,0,1,0,1.0
0,1190383,2018-02-10 15:00:00,31,162,0 : 0,3 : 1,7.10857142857143,298,389,4,5,2,8,0,16,14,22,52.9,6.70818181818182,265,345,7,4,5,7,0,10,15,28,47.1,0,0,3,1,1.0
0,1190391,2018-02-10 17:30:00,167,14,1 : 1,5 : 1,7.28,616,705,2,11,6,8,0,11,10,24,70.5,6.11642857142857,193,288,0,2,0,2,0,18,12,11,29.5,1,1,5,1,1.0
0,1190387,2018-02-11 12:00:00,166,183,2 : 1,4 : 1,7.19785714285714,319,438,6,4,5,2,0,21,12,27,51.0,6.14285714285714,289,415,3,2,2,6,0,18,12,34,49.0,2,1,4,1,1.0
0,1190395,2018-02-11 14:15:00,23,32,0 : 0,1 : 0,7.19428571428571,251,361,2,3,5,0,0,20,12,18,35.9,6.575,503,630,6,4,3,10,0,12,15,33,64.1,0,0,1,0,1.0
0,1190399,2018-02-11 16:30:00,18,26,0 : 2,0 : 2,6.35142857142857,427,545,0,4,2,3,0,15,5,26,52.2,7.12571428571429,399,510,4,4,8,1,0,14,8,28,47.8,0,2,0,2,-1.0
0,1190379,2018-02-12 20:00:00,15,175,1 : 0,3 : 0,7.37428571428571,486,583,6,8,6,8,0,21,11,12,57.0,6.26,341,428,0,1,7,7,0,12,11,12,43.0,1,0,3,0,1.0
0,1190439,2018-02-24 12:30:00,14,96,0 : 1,1 : 1,6.65846153846154,358,483,2,9,8,13,0,19,10,25,66.2,6.74714285714286,138,257,2,2,2,1,0,19,16,31,33.8,0,1,1,1,0.0
0,1190329,2018-02-24 15:00:00,175,166,0 : 0,1 : 2,6.56928571428571,274,405,2,3,5,6,0,13,11,29,53.3,7.00642857142857,231,360,5,7,4,3,0,29,9,24,46.7,0,0,1,2,-1.0
0,1190427,2018-02-24 15:00:00,211,259,1 : 0,4 : 1,7.145,309,408,2,5,9,3,0,24,17,12,47.8,6.02,334,434,4,1,6,5,0,20,6,27,52.2,1,0,4,1,1.0
0,1190423,2018-02-24 15:00:00,183,23,0 : 2,2 : 2,6.67142857142857,449,551,4,5,9,8,0,16,12,30,63.2,6.83357142857143,234,338,5,4,6,1,0,21,10,17,36.8,0,2,2,2,0.0
0,1190443,2018-02-24 15:00:00,26,29,1 : 0,4 : 1,7.55857142857143,609,712,2,12,7,8,0,27,7,18,68.3,6.34857142857143,235,337,1,4,2,2,0,19,7,21,31.7,1,0,4,1,1.0
0,1190431,2018-02-24 15:00:00,184,18,0 : 0,1 : 1,6.85545454545455,258,371,3,3,3,7,0,8,8,32,50.1,6.81285714285714,253,378,4,6,3,5,0,23,14,26,49.9,0,0,1,1,0.0
0,1190449,2018-02-24 17:30:00,27,31,0 : 0,1 : 0,7.15714285714286,316,428,4,5,4,6,0,19,10,28,54.3,6.49428571428571,232,350,1,2,4,5,0,26,9,33,45.7,0,0,1,0,1.0
0,1190435,2018-02-25 12:00:00,162,30,0 : 0,0 : 1,6.80307692307692,119,205,1,3,1,3,0,28,12,30,23.8,6.85230769230769,566,662,4,4,6,13,0,14,5,31,76.2,0,0,0,1,-1.0
0,1190446,2018-02-25 14:05:00,32,15,1 : 1,2 : 1,7.07615384615385,352,432,4,5,1,3,0,20,13,13,44.3,6.65428571428571,475,552,3,7,4,4,0,22,12,14,55.7,1,1,2,1,1.0
0,1190419,2018-03-01 19:45:00,13,167,0 : 3,0 : 3,6.26818181818182,425,538,3,5,2,6,0,24,11,28,45.8,7.44428571428571,556,653,3,5,1,1,1,11,11,26,54.2,0,3,0,3,-1.0
0,1190337,2018-03-03 12:30:00,184,31,0 : 1,2 : 1,7.07,285,396,10,8,3,10,0,16,9,36,54.5,6.71,228,342,0,4,6,4,0,11,12,27,45.5,0,1,2,1,1.0
0,1190361,2018-03-03 15:00:00,259,29,2 : 0,4 : 1,7.18714285714286,331,440,0,8,1,4,0,18,9,26,45.3,6.26076923076923,420,522,4,2,1,5,0,20,14,11,54.7,2,0,4,1,1.0
0,1190357,2018-03-03 15:00:00,18,96,0 : 0,0 : 0,6.87428571428571,329,422,7,6,5,15,0,18,8,32,65.2,7.00928571428572,162,240,0,3,9,4,0,13,13,22,34.8,0,0,0,0,0.0
0,1190369,2018-03-03 15:00:00,27,175,0 : 0,1 : 0,6.98857142857143,290,412,5,4,6,4,0,12,11,21,53.3,6.69857142857143,228,346,2,2,5,6,0,17,12,27,46.7,0,0,1,0,1.0
0,1190345,2018-03-03 15:00:00,14,183,0 : 1,1 : 1,6.72214285714286,295,438,10,4,9,13,0,21,11,26,55.4,6.76,244,374,1,3,4,1,0,12,7,27,44.6,0,1,1,1,0.0
0,1190365,2018-03-03 15:00:00,30,166,1 : 0,2 : 0,7.30928571428571,701,806,5,7,3,8,0,10,6,29,74.5,6.39785714285714,169,267,0,3,0,1,0,29,8,15,25.5,1,0,2,0,1.0
0,1190349,2018-03-03 17:30:00,26,23,1 : 0,2 : 0,7.35214285714286,658,772,8,3,3,8,0,26,7,17,70.9,6.47071428571429,208,315,3,2,2,3,0,12,9,22,29.1,1,0,2,0,1.0
0,1190333,2018-03-04 13:30:00,211,13,2 : 1,2 : 1,7.06,208,287,2,6,5,6,0,21,13,16,31.9,6.59,516,614,6,7,2,11,0,10,12,20,68.1,2,1,2,1,1.0
0,1190353,2018-03-04 16:00:00,167,15,0 : 0,1 : 0,6.96714285714286,902,976,5,3,5,5,0,11,8,17,71.2,6.20928571428571,303,392,0,0,3,2,0,11,9,19,28.8,0,0,1,0,1.0
0,1190341,2018-03-05 20:00:00,162,32,1 : 0,2 : 3,6.96166666666667,185,278,1,4,5,3,0,19,10,15,30.5,6.89642857142857,554,654,6,8,3,7,0,9,8,28,69.5,1,0,2,3,-1.0
0,1190393,2018-03-10 12:30:00,32,26,2 : 0,2 : 1,6.93571428571429,194,283,2,2,1,1,0,22,10,18,32.1,6.41357142857143,483,584,7,2,5,13,0,13,16,18,67.9,2,0,2,1,1.0
0,1190397,2018-03-10 15:00:00,23,18,2 : 0,3 : 0,7.38142857142857,188,305,0,5,2,2,0,15,10,28,37.0,6.04,374,509,1,2,3,6,0,14,10,43,63.0,2,0,3,0,1.0
0,1190385,2018-03-10 15:00:00,31,211,0 : 0,2 : 0,6.86642857142857,330,425,3,3,7,10,0,9,10,28,59.0,6.19714285714286,190,302,1,4,5,3,1,14,14,18,41.0,0,0,2,0,1.0
0,1190409,2018-03-10 15:00:00,29,184,0 : 0,0 : 3,6.37916666666667,303,385,3,4,6,5,0,14,13,25,51.7,7.25153846153846,287,372,1,4,2,1,0,11,7,24,48.3,0,0,0,3,-1.0
0,1190389,2018-03-10 15:00:00,166,259,0 : 0,0 : 0,6.89571428571429,608,679,11,4,15,12,0,10,9,34,81.2,6.91538461538461,88,169,0,0,0,0,0,17,9,18,18.8,0,0,0,0,0.0
0,1190405,2018-03-10 15:00:00,175,14,1 : 1,1 : 4,6.18571428571429,267,362,1,2,3,7,0,17,6,30,43.8,7.30285714285714,363,474,3,6,5,6,0,17,7,32,56.2,1,1,1,4,-1.0
0,1190381,2018-03-10 17:30:00,15,162,2 : 0,2 : 1,7.01142857142857,518,593,7,11,9,12,0,17,8,22,62.3,6.74857142857143,288,361,2,2,5,3,0,19,9,15,37.7,2,0,2,1,1.0
0,1190373,2018-03-11 13:30:00,13,27,1 : 0,3 : 0,7.47142857142857,417,502,0,7,4,4,1,21,12,17,59.7,6.17071428571429,245,324,2,4,5,9,0,13,9,28,40.3,1,0,3,0,1.0
0,1190377,2018-03-11 16:00:00,183,30,1 : 1,1 : 4,6.35928571428571,226,331,4,3,7,4,0,22,10,21,37.0,7.25571428571428,465,559,3,8,1,5,0,22,7,20,63.0,1,1,1,4,-1.0
0,1190401,2018-03-12 20:00:00,96,167,0 : 1,0 : 2,6.31076923076923,165,245,2,0,1,3,0,19,6,25,22.9,7.23769230769231,762,847,3,6,8,10,0,16,8,20,77.1,0,1,0,2,-1.0
0,1190421,2018-03-17 15:00:00,166,162,0 : 1,0 : 2,6.34071428571429,326,470,1,2,3,4,0,24,11,38,54.6,7.52307692307692,275,393,7,6,5,7,0,29,12,29,45.4,0,1,0,2,-1.0
0,1190437,2018-03-17 15:00:00,96,31,0 : 0,1 : 2,6.60857142857143,256,344,3,4,2,1,0,19,13,8,43.5,6.79285714285714,346,431,2,9,5,9,0,19,12,20,56.5,0,0,1,2,-1.0
0,1190413,2018-03-17 15:00:00,183,175,0 : 0,2 : 1,6.87928571428571,441,544,8,5,4,3,0,19,6,27,60.6,6.59071428571429,247,350,4,6,1,2,0,21,9,21,39.4,0,0,2,1,1.0
0,1190429,2018-03-17 17:30:00,26,27,2 : 0,5 : 0,7.465,476,581,2,10,1,6,0,18,5,26,58.0,6.15357142857143,304,420,1,1,2,1,0,30,4,23,42.0,2,0,5,0,1.0
0,1190550,2018-03-31 12:30:00,162,26,1 : 0,1 : 2,6.51538461538462,195,312,0,3,3,4,0,25,6,22,32.2,6.855,550,660,6,6,4,6,0,16,8,29,67.8,1,0,1,2,-1.0
0,1190212,2018-03-31 15:00:00,29,18,3 : 0,3 : 0,7.305,261,374,3,5,4,5,0,19,9,38,48.1,6.10928571428571,293,404,4,0,5,9,0,17,16,22,51.9,3,0,3,0,1.0
0,1190453,2018-03-31 15:00:00,32,259,2 : 0,2 : 0,7.18571428571429,675,746,2,5,4,3,0,17,5,16,66.5,6.24928571428571,290,366,1,2,0,3,0,17,13,19,33.5,2,0,2,0,1.0
0,1190456,2018-03-31 15:00:00,23,166,0 : 0,1 : 0,6.875,467,582,6,3,9,3,0,16,9,30,63.0,6.46214285714286,222,339,2,0,2,3,0,24,10,22,37.0,0,0,1,0,1.0
0,1190513,2018-03-31 15:00:00,211,14,0 : 0,0 : 2,6.37461538461539,273,374,5,3,7,6,0,11,11,31,46.4,6.98428571428571,340,448,0,4,2,1,1,14,13,18,53.6,0,0,0,2,-1.0
0,1190464,2018-03-31 15:00:00,175,184,0 : 1,1 : 2,6.58384615384615,300,414,2,3,3,1,0,20,12,18,47.5,6.79538461538462,369,461,1,4,6,6,0,10,9,21,52.5,0,1,1,2,-1.0
0,1190462,2018-03-31 15:00:00,27,183,1 : 1,2 : 2,6.63571428571429,322,424,7,5,4,7,0,18,16,21,49.9,6.85857142857143,338,426,3,6,4,4,0,20,6,20,50.1,1,1,2,2,0.0
0,1190551,2018-03-31 17:30:00,31,167,0 : 3,1 : 3,6.24428571428571,133,202,0,2,4,2,0,13,10,14,18.0,6.94785714285714,905,976,6,4,8,11,0,8,8,14,82.0,0,3,1,3,-1.0
0,1190511,2018-04-01 13:30:00,13,96,0 : 0,3 : 0,7.365,549,647,5,11,8,6,0,16,9,18,69.6,6.22692307692308,178,273,2,2,4,5,0,11,13,21,30.4,0,0,3,0,1.0
0,1190515,2018-04-01 16:00:00,15,30,1 : 1,1 : 3,6.57142857142857,384,494,3,4,7,5,0,27,4,21,48.7,7.08285714285714,435,528,3,6,3,5,0,20,11,25,51.3,1,1,1,3,-1.0
0,1190474,2018-04-07 12:30:00,31,26,0 : 0,0 : 0,6.67,245,359,1,1,4,3,0,16,12,27,38.1,6.62357142857143,472,588,3,3,4,2,0,12,7,29,61.9,0,0,0,0,0.0
0,1190482,2018-04-07 15:00:00,175,259,0 : 0,1 : 1,6.69,395,479,8,3,4,6,0,13,15,29,51.7,6.65785714285714,357,452,1,1,5,1,0,13,5,20,48.3,0,0,1,1,0.0
0,1190480,2018-04-07 15:00:00,96,30,0 : 0,1 : 2,6.52571428571429,159,263,1,4,5,6,0,24,19,25,33.3,6.92642857142857,454,550,6,4,5,3,0,15,8,19,66.7,0,0,1,2,-1.0
0,1190476,2018-04-07 15:00:00,14,23,0 : 1,1 : 2,6.44857142857143,413,518,2,1,5,7,0,9,7,24,66.3,6.685,162,272,1,4,3,5,0,13,14,27,33.7,0,1,1,2,-1.0
0,1190468,2018-04-07 15:00:00,183,162,0 : 0,2 : 2,6.69071428571429,373,464,4,5,11,11,0,7,8,26,52.9,7.17363636363636,351,440,4,6,3,3,0,15,9,16,47.1,0,0,2,2,0.0
0,1190481,2018-04-07 15:00:00,27,184,0 : 0,1 : 2,6.36428571428571,319,435,5,5,4,11,0,9,18,27,60.5,7.03,179,292,1,4,2,1,0,13,12,21,39.5,0,0,1,2,-1.0
0,1190470,2018-04-07 15:00:00,211,166,1 : 1,1 : 1,6.64384615384615,234,357,3,4,6,5,0,17,13,26,41.0,6.77285714285714,402,517,5,5,4,3,0,16,7,18,59.0,1,1,1,1,0.0
0,1190478,2018-04-07 17:30:00,167,32,2 : 0,2 : 3,6.62571428571429,516,596,5,6,9,8,0,11,17,23,64.8,6.96714285714286,244,318,0,4,1,4,0,11,9,17,35.2,2,0,2,3,-1.0
0,1190466,2018-04-08 14:15:00,13,18,2 : 1,3 : 2,6.84,597,699,2,7,4,8,0,11,11,24,64.6,6.72076923076923,266,370,3,8,4,6,0,12,7,19,35.4,2,1,3,2,1.0
0,1190472,2018-04-08 16:30:00,15,29,1 : 0,1 : 1,6.98,504,594,6,6,11,10,0,14,7,20,59.5,6.62571428571429,308,409,3,2,0,6,0,17,11,14,40.5,1,0,1,1,0.0
0,1190504,2018-04-14 12:30:00,18,15,1 : 0,2 : 3,6.65071428571429,277,377,1,7,2,4,0,14,13,25,42.0,7.02785714285714,420,518,8,5,4,7,0,11,14,28,58.0,1,0,2,3,-1.0
0,1190505,2018-04-14 15:00:00,259,31,0 : 1,1 : 1,6.84,336,447,5,7,5,6,0,25,10,27,50.6,6.76214285714286,331,437,4,3,5,3,0,17,11,19,49.4,0,1,1,1,0.0
0,1190483,2018-04-14 15:00:00,184,14,2 : 0,2 : 1,6.91,171,292,3,3,2,4,0,14,9,31,38.7,6.54642857142857,325,449,5,6,4,8,0,11,10,31,61.3,2,0,2,1,1.0
0,1190499,2018-04-14 15:00:00,162,211,3 : 2,3 : 2,6.96615384615385,282,367,5,8,2,5,0,12,12,16,50.2,6.67071428571428,249,347,3,3,6,6,0,14,16,30,49.8,3,2,3,2,1.0
0,1190500,2018-04-14 15:00:00,166,27,0 : 0,1 : 0,6.82642857142857,254,365,5,1,3,9,0,18,9,29,48.7,6.425,294,405,2,2,0,6,0,20,8,27,51.3,0,0,1,0,1.0
0,1190501,2018-04-14 17:30:00,26,183,1 : 0,3 : 0,7.49571428571429,535,619,3,7,10,7,0,26,9,13,61.8,6.18071428571429,290,375,3,1,2,5,0,15,9,17,38.2,1,0,3,0,1.0
0,1190506,2018-04-14 19:45:00,30,167,1 : 2,1 : 3,6.55928571428571,371,464,4,3,1,5,0,22,11,20,48.0,7.06357142857143,426,511,6,6,5,7,0,14,12,18,52.0,1,2,1,3,-1.0
0,1190503,2018-04-15 13:30:00,23,13,1 : 1,2 : 1,6.80428571428572,173,274,2,4,2,2,0,22,11,18,28.2,6.55428571428571,590,695,4,3,8,5,0,25,9,22,71.8,1,1,2,1,1.0
0,1190502,2018-04-15 16:00:00,32,175,0 : 0,0 : 1,6.54071428571429,658,742,4,4,6,4,0,15,8,16,70.3,6.95142857142857,218,312,2,4,4,4,0,9,13,16,29.7,0,0,0,1,-1.0
0,1190508,2018-04-16 20:00:00,29,96,0 : 0,1 : 1,6.73285714285714,373,466,9,6,3,10,0,9,15,31,62.5,6.9,198,287,3,7,1,1,0,13,21,17,37.5,0,0,1,1,0.0
0,1190514,2018-04-17 19:45:00,211,30,0 : 0,1 : 1,6.79923076923077,251,357,1,5,2,3,0,22,6,26,35.9,6.63714285714286,537,634,5,6,5,5,0,10,5,24,64.1,0,0,1,1,0.0
0,1190512,2018-04-18 19:45:00,183,32,0 : 1,0 : 2,6.45714285714286,352,428,5,2,6,8,0,10,9,20,44.4,7.26785714285714,474,556,8,4,1,5,0,19,8,21,55.6,0,1,0,2,-1.0
0,1190484,2018-04-19 19:45:00,14,18,0 : 0,0 : 0,6.93214285714286,360,452,4,3,4,11,0,17,10,25,54.4,6.74071428571429,280,384,0,2,4,3,0,17,10,35,45.6,0,0,0,0,0.0
0,1190417,2018-04-19 19:45:00,184,15,0 : 1,1 : 2,6.49153846153846,288,389,1,2,2,3,0,13,9,17,39.2,6.98307692307692,514,609,6,5,5,2,0,8,11,21,60.8,0,1,1,2,-1.0
0,1190488,2018-04-21 12:30:00,175,26,0 : 1,2 : 2,6.67285714285714,243,344,1,6,6,7,0,15,12,26,38.4,6.735,492,584,2,3,4,4,0,11,5,14,61.6,0,1,2,2,0.0
0,1190487,2018-04-21 15:00:00,27,162,0 : 0,0 : 0,6.80571428571429,248,357,0,4,10,4,0,25,17,24,51.8,7.05916666666667,238,341,2,1,3,3,0,16,13,18,48.2,0,0,0,0,0.0
0,1190510,2018-04-22 13:30:00,13,29,0 : 0,4 : 1,7.17642857142857,552,629,4,8,8,8,0,4,11,20,67.7,6.18285714285714,201,297,3,4,4,6,0,10,9,19,32.3,0,0,4,1,1.0
0,1190486,2018-04-22 13:30:00,96,184,1 : 0,1 : 1,6.93428571428571,189,326,1,3,4,3,0,18,15,29,42.8,6.80384615384615,303,428,4,7,5,8,0,9,5,25,57.2,1,0,1,1,0.0
0,1190485,2018-04-22 16:30:00,167,259,2 : 0,5 : 0,7.75571428571429,942,1015,3,12,4,6,0,14,6,10,82.9,5.92714285714286,142,203,1,1,2,1,1,11,8,14,17.1,2,0,5,0,1.0
0,1190517,2018-04-23 20:00:00,31,23,0 : 0,1 : 0,6.92928571428572,365,478,3,1,5,4,0,13,10,24,56.5,6.50214285714286,230,362,3,2,4,6,0,19,11,26,43.5,0,0,1,0,1.0
0,1190492,2018-04-28 12:30:00,26,96,0 : 0,0 : 0,6.57846153846154,525,632,10,2,8,9,0,6,7,38,71.9,6.91538461538461,141,252,1,1,3,2,0,22,14,21,28.1,0,0,0,0,0.0
0,1190494,2018-04-28 15:00:00,23,175,0 : 1,0 : 1,6.60928571428571,467,580,6,2,9,5,0,23,8,27,63.5,7.0,227,342,1,2,6,1,0,18,13,32,36.5,0,1,0,1,-1.0
0,1190489,2018-04-28 15:00:00,184,211,0 : 0,0 : 0,6.65857142857143,218,339,4,4,2,3,0,9,5,24,44.5,6.73357142857143,321,432,4,2,4,4,0,11,17,23,55.5,0,0,0,0,0.0
0,1190495,2018-04-28 15:00:00,18,183,1 : 1,2 : 1,6.96428571428571,251,350,4,6,4,5,0,21,12,13,40.3,6.57214285714286,397,504,2,7,5,8,0,11,11,30,59.7,1,1,2,1,1.0
0,1190491,2018-04-28 15:00:00,166,31,0 : 1,0 : 2,6.33571428571429,382,499,5,2,2,5,0,15,9,40,53.7,7.19857142857143,293,431,1,5,1,3,0,23,8,24,46.3,0,1,0,2,-1.0
0,1190490,2018-04-28 15:00:00,162,14,2 : 0,5 : 0,7.59357142857143,346,415,2,9,4,8,0,12,11,17,50.5,6.02428571428571,315,393,3,1,2,2,0,21,9,22,49.5,2,0,5,0,1.0
0,1190496,2018-04-28 17:30:00,259,15,0 : 1,0 : 1,6.36571428571429,506,584,2,3,5,1,0,20,13,17,51.1,7.03214285714286,497,571,3,3,5,2,0,12,9,19,48.9,0,1,0,1,-1.0
0,1190498,2018-04-29 14:15:00,29,167,1 : 2,1 : 4,6.13642857142857,201,280,1,1,2,0,0,23,5,23,24.6,7.23285714285714,807,876,4,8,7,7,0,15,11,15,75.4,1,2,1,4,-1.0
0,1190493,2018-04-29 16:30:00,32,13,1 : 0,2 : 1,6.71642857142857,543,609,7,3,6,9,0,16,12,22,59.2,6.72714285714286,358,438,1,3,4,0,0,28,7,18,40.8,1,0,2,1,1.0
0,1190497,2018-04-30 20:00:00,30,27,1 : 0,2 : 0,7.24642857142857,479,557,4,3,6,4,0,19,11,29,61.5,6.39,256,354,3,5,5,0,0,19,10,26,38.5,1,0,2,0,1.0
0,1190452,2018-05-04 20:00:00,211,32,0 : 0,1 : 0,6.94071428571429,219,313,3,4,4,5,0,19,5,17,31.7,6.58857142857143,598,675,6,3,7,6,0,8,3,23,68.3,0,0,1,0,1.0
0,1190465,2018-05-05 12:30:00,96,162,1 : 0,1 : 2,6.38076923076923,185,283,1,2,4,1,0,18,18,19,41.1,6.85142857142857,315,411,4,2,7,7,0,7,12,26,58.9,1,0,1,2,-1.0
